update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,current_learning_rate,current_entropy_coef,effective_log_std_mean,effective_std_mean,actor_epochs_completed,actor_minibatches_completed,kl_early_stop,max_minibatch_kl,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
155,317440,-0.006466171975868444,23.55752029418945,3.6167709589004517,0.00727609682357119,0.09021825285550827,0.2766990358630816,0.3101826608181,4.530394077301025,0.8015950520833334,0.00028285824,0.009428608,-0.21326589584350586,0.8081647753715515,5,30,False,0.012992078438401222,484.2032590856187,425.77537310791377,89.93784209244768,19.231198523993953,102.30479869198462,-70.87121730740068,nan,nan,4,0.0,0.0,0.25,0.5,0.25,0.0,0.25,1.0,1.25,1.75,0.0,0.25,495.0,-70.87121730740068
156,319488,-0.003629369232415532,10.230455684661866,3.6160053888956707,0.003812184140833711,0.03627149092499167,0.23055540571610134,0.3044292628765106,2.6021575927734375,0.88232421875,0.000282747648,0.0094249216,-0.2136257290840149,0.8078610897064209,5,30,False,0.0077496059238910675,484.6844185306816,428.56086126403534,90.49232488125563,19.337297542995657,102.30479869198462,-78.76442132906188,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.75,1.25,1.5,0.0,0.25,482.5,-78.76442132906188
157,321536,-0.00607865530376633,31.550536727905275,3.617920231819153,0.006550057219333386,0.08533746854712566,0.321868031223615,-0.2909962236881256,5.5040740966796875,0.8699544270833334,0.00028263705599999996,0.009421235200000001,-0.21153149008750916,0.8095501661300659,5,30,False,0.015282044187188148,485.2216322450657,431.25865335806157,91.05109204928158,19.44874007400358,102.30479869198462,-88.2860806513554,nan,nan,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,2.5,2.0,0.5,0.5,476.5,-88.2860806513554
158,323584,-0.0048552711377851665,19.4987434387207,3.6246962388356527,0.004923717862477487,0.062046047983070216,0.2812451144059499,0.23121720552444458,3.791944980621338,0.8238932291666666,0.000282526464,0.0094175488,-0.21023212373256683,0.8106147646903992,5,30,False,0.009123747237026691,485.7822194286382,433.9605696391518,91.57028905424522,19.554261264012894,102.30479869198462,-66.05961758297083,nan,nan,6,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,1.0,0.8333333333333334,1.6666666666666667,0.0,0.5,546.8333333333334,-66.05961758297083
159,325632,-0.004349073519309362,34.344892501831055,3.6324573278427126,0.0062834819394925875,0.08158959860447794,0.3644270246227582,-0.9135570526123047,5.794022560119629,0.6961263020833334,0.000282415872,0.0094138624,-0.2052326649427414,0.8147073984146118,5,30,False,0.012257237918674946,486.4088921158756,436.5361782461987,92.12181546029751,19.661904908003635,102.30479869198462,-77.92312052738335,nan,nan,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.0,0.3333333333333333,479.3333333333333,-77.92312052738335
160,327680,-0.0031421387432298315,30.36718463897705,3.6455976247787474,0.003250134941767713,0.03174906263593584,0.3050786604483922,0.10177404433488846,4.99020528793335,0.7981770833333334,0.00028230527999999997,0.009410176,-0.2027100771665573,0.8167545795440674,5,30,False,0.00549665279686451,487.04087258680505,439.09800475201337,92.66380400520575,19.76987528000609,102.30479869198462,-77.09907205684397,nan,nan,5,0.0,0.0,0.0,0.4,0.6,0.2,0.6,0.6,2.2,1.8,0.0,0.6,547.8,-77.09907205684397
161,329728,-0.004239333917697271,22.63650131225586,3.648006463050842,0.003882745587146517,0.04113438255153597,0.30814431856075924,-0.7151414155960083,4.864596366882324,0.77783203125,0.000282194688,0.0094064896,-0.20328819751739502,0.8162672519683838,5,30,False,0.008398721925914288,487.68414091501984,441.5785571060842,93.2473189822631,19.892026726010954,102.30479869198462,-81.23961523706748,nan,nan,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.0,0.3333333333333333,525.0,-81.23961523706748
162,331776,-0.002738631035511692,15.700786781311034,3.6498266140619915,0.003580171971781343,0.03743408419347058,0.26257240772247314,-0.32257765531539917,3.4522619247436523,0.7762044270833334,0.000282084096,0.0094028032,-0.20090918242931366,0.8181840181350708,5,30,False,0.0065253423526883125,488.192877477948,444.271577056119,93.8123911372968,19.999189678012044,102.30479869198462,-74.95765954225863,nan,nan,4,0.0,0.0,0.25,0.5,0.25,0.0,0.5,0.75,1.0,1.5,0.25,0.25,480.25,-74.95765954225863
163,333824,-0.0034334853407926857,30.83674488067627,3.656707501411438,0.004039649909683755,0.03838994347800811,0.32007308353980385,-0.7214288711547852,5.572661399841309,0.7224934895833334,0.00028197350399999997,0.0093991168,-0.19915327429771423,0.8196107745170593,5,30,False,0.008572329767048359,488.77581935498984,446.88483446605096,94.3453179342905,20.111262245016405,102.30479869198462,-89.59089089525041,nan,nan,5,0.0,0.0,0.2,0.6,0.2,0.0,0.4,0.4,2.2,2.2,0.0,0.2,456.4,-89.59089089525041
164,335872,-0.0030904912389814855,26.503449630737304,3.6626343886057535,0.0038938570075206366,0.043669250995541614,0.2912739257017771,-0.5421849489212036,4.629596710205078,0.7996419270833334,0.00028186291199999995,0.0093954304,-0.1969398856163025,0.8214640617370605,5,30,False,0.006719880737364292,489.1987106202151,449.6877035439975,94.89995740725135,20.219797521014698,102.30479869198462,-93.84307268136536,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,2.25,2.0,0.0,0.25,518.5,-93.84307268136536
165,337920,-0.005724821833427996,21.610717010498046,3.671183768908183,0.005117486240278222,0.06352820072788745,0.33145560771226884,0.12964430451393127,4.483750343322754,0.76611328125,0.00028175232,0.009391744,-0.19294142723083496,0.824781060218811,5,30,False,0.009190259501338005,489.9005514850545,452.1335953608941,95.42565477619064,20.325054547021864,102.30479869198462,-94.7086908083279,nan,nan,4,0.0,0.0,0.25,0.75,0.0,0.0,0.25,0.25,2.0,2.25,0.25,0.0,448.75,-94.7086908083279
166,339968,-0.0036455142428167163,32.970170211791995,3.682509509722392,0.00433896714868797,0.05234300810843706,0.30748421053091685,-1.3431087732315063,5.508149147033691,0.7390950520833334,0.000281641728,0.0093880576,-0.19025997817516327,0.8269917964935303,5,30,False,0.006988121662288904,490.6184932659222,454.55520729577984,95.93889886824763,20.430209674028447,102.30479869198462,-84.95929517786416,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.6,1.4,2.0,0.0,0.4,523.6,-84.95929517786416
167,342016,-0.0035119582045202453,25.93662738800049,3.6899043242136638,0.0036689365084850408,0.04221847056178376,0.29364147235949833,0.46447908878326416,4.715212345123291,0.8444010416666666,0.00028153113599999996,0.0093843712,-0.18723037838935852,0.8295153975486755,5,30,False,0.006658867001533508,490.95284764593333,457.42799610488873,96.53541826429137,20.536036037025042,102.30479869198462,-94.25538094036044,nan,nan,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,0.3333333333333333,526.0,-94.25538094036044
168,344064,-0.004833878035424277,40.35521545410156,3.700298961003621,0.005235138503132033,0.06626760787330568,0.32958915531635286,-1.5871646404266357,6.137600898742676,0.7041015625,0.000281420544,0.0093806848,-0.18372765183448792,0.8324154615402222,5,30,False,0.008049487136304379,491.4904305342531,459.98733533071936,97.1384842691914,20.649155163016985,102.30479869198462,-99.19333800890918,nan,nan,5,0.0,0.0,0.0,0.8,0.2,0.0,0.4,0.2,2.6,2.4,0.0,0.2,464.8,-99.19333800890918
169,346112,-0.003651397308567539,25.613246726989747,3.708761692047119,0.0056733612713051555,0.06769703649915755,0.3468086043993632,-0.363387793302536,5.2243218421936035,0.6573893229166666,0.000281309952,0.0093769984,-0.1821231096982956,0.8337678909301758,5,30,False,0.010357780382037163,492.1515707262293,462.511158566791,97.61181818517798,20.75629537201894,102.30479869198462,-93.44341296610764,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,2.5,2.0,0.0,0.25,473.5,-93.44341296610764
170,348160,-0.005397931960275552,18.787608909606934,3.7133533398310345,0.00626024791045749,0.08123956713049361,0.316211062669754,-0.098697230219841,4.09397029876709,0.7613932291666666,0.00028119935999999996,0.009373312,-0.18015025556087494,0.8354076743125916,5,30,False,0.01064673624932766,492.56034904716864,465.3053190767823,98.15953453922702,20.862368813017383,102.30479869198462,-100.76652549273058,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.25,2.0,0.0,0.0,454.0,-100.76652549273058
171,350208,-0.004532465719482085,24.973645782470705,3.717951027552287,0.004061643577409144,0.044276643482347326,0.3565673073132833,-0.8490524291992188,5.360879421234131,0.6227213541666666,0.000281088768,0.0093696256,-0.1792752742767334,0.8361127376556396,5,30,False,0.007191085256636143,493.0605995222682,467.9772506458248,98.69485810921469,20.970604885020293,102.30479869198462,-92.93866198431787,nan,nan,5,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.2,2.4,1.8,0.0,0.2,499.4,-92.93866198431787
172,352256,-0.0027638200743240306,13.564387226104737,3.7206477721532187,0.003473672526157395,0.03439751526651283,0.2985380172729492,0.3716425597667694,3.5099127292633057,0.7872721354166666,0.000280978176,0.0093659392,-0.17796394228935242,0.8372586965560913,5,30,False,0.006018116604536772,493.5607198535572,470.64670169571764,99.22890586630092,21.083887809014414,102.30479869198462,-84.38142992684031,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,2.0,2.3333333333333335,0.0,0.6666666666666666,589.0,-84.38142992684031
173,354304,-0.005922343752657374,38.7777603149414,3.726522175470988,0.004666853621313785,0.05252611684457709,0.2877036273479462,-1.6352378129959106,6.081145763397217,0.7657877604166666,0.00028086758399999996,0.0093622528,-0.175400972366333,0.839408278465271,5,30,False,0.007813177071511745,494.0087584738575,473.3859384397365,99.76427018347022,21.188873995022732,102.30479869198462,-89.46264131599303,nan,nan,6,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5,2.0,2.1666666666666665,0.0,0.3333333333333333,461.6666666666667,-89.46264131599303
174,356352,-0.003963191124897163,24.953068351745607,3.732806737606342,0.006011664978709282,0.07621051788401718,0.3191403356882242,-0.06488288938999176,4.391395092010498,0.7698567708333334,0.000280756992,0.0093585664,-0.1737692654132843,0.8407777547836304,3,13,True,0.015087089501321316,494.5248619624331,476.0748752137297,100.29832493455615,21.244463195020217,102.30479869198462,-104.10739597278491,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,3.0,2.3333333333333335,0.0,0.0,493.6666666666667,-104.10739597278491
175,358400,-0.0048251811764203015,19.37559642791748,3.7408240954081218,0.005917844418369547,0.07249829485081136,0.31426961968342465,-0.22816002368927002,4.616963863372803,0.6629231770833334,0.0002806464,0.00935488,-0.1703331470489502,0.843608558177948,5,30,False,0.00828313734382391,495.1563846504982,478.5895390927035,100.78885046455252,21.34629301301902,102.30479869198462,-90.71607118765981,nan,nan,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,0.0,0.3333333333333333,543.3333333333334,-90.71607118765981
176,360448,-0.0026161539358630155,16.34290819168091,3.749447305997213,0.0041285833997421655,0.04450452177164455,0.31511210203170775,0.03591153770685196,3.872809886932373,0.63818359375,0.00028053580799999997,0.0093511936,-0.16818270087242126,0.8454326391220093,5,30,False,0.006906338967382908,495.69414591238933,481.1482407337462,101.35166934458539,21.45253413201135,102.30479869198462,-87.12124951323312,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.8,0.4,1.6,1.8,0.0,0.4,546.8,-87.12124951323312
177,362496,-0.0032275374018354342,17.604370307922363,3.7545446157455444,0.003978041775298814,0.04234711117266367,0.3018147056301435,0.5101985335350037,3.879059314727783,0.7763671875,0.00028042521599999995,0.0093475072,-0.1666196882724762,0.8467950820922852,5,30,False,0.008223982527852058,496.0584533064988,484.04625641563325,101.8240580225829,21.562454047016217,102.30479869198462,-100.76695139570317,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.3333333333333335,2.0,0.0,0.0,463.0,-100.76695139570317
178,364544,-0.0045770668725405505,23.862657928466795,3.7617512146631875,0.005937335884721007,0.07795241897304853,0.3293428430954615,-0.6757252216339111,4.97766637802124,0.75146484375,0.000280314624,0.0093438208,-0.16290825605392456,0.8499904870986938,5,30,False,0.00894048810005188,496.47788318786013,486.80978578365466,102.34551382951031,21.668955957022263,102.30479869198462,-93.33942203806365,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.4,2.4,2.4,0.0,0.4,533.6,-93.33942203806365
179,366592,-0.0025666259782155974,19.843571662902832,3.7722315549850465,0.0038743412134542824,0.03575337867562969,0.2721414188543955,-0.21809044480323792,3.9876317977905273,0.8426106770833334,0.00028020403199999997,0.0093401344,-0.16064342856407166,0.8519493937492371,5,30,False,0.005524381995201111,496.78354209321475,489.6956892375747,102.9084670227312,21.771593637022306,102.30479869198462,-85.16465634755816,nan,nan,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,2.0,2.0,0.0,0.3333333333333333,548.3333333333334,-85.16465634755816
180,368640,-0.003134017022481809,26.385704231262206,3.7733771721522014,0.00359453373288146,0.038622147438582034,0.3111602271596591,-0.22111468017101288,4.8161773681640625,0.7451171875,0.00028009343999999995,0.009336448,-0.16182583570480347,0.8509642481803894,5,30,False,0.007614865433424711,497.1654890676461,492.4927379284636,103.45104698566138,21.868028795011924,102.30479869198462,-110.9499219631889,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.0,0.0,0.0,510.3333333333333,-110.9499219631889
181,370688,-0.0037682548708592853,24.56238784790039,3.77330854733785,0.004401586215501752,0.0471662776855131,0.32283255606889727,-0.4797734320163727,5.03950309753418,0.7057291666666666,0.000279982848,0.0093327616,-0.16002292931079865,0.8524981737136841,5,30,False,0.007401118054986,497.82710830043374,494.8687753023114,103.98287615265872,21.97614314200473,102.30479869198462,-85.31104750320829,nan,nan,5,0.0,0.0,0.0,0.4,0.6,0.0,0.2,0.6,2.6,2.2,0.0,0.6,577.2,-85.31104750320829
182,372736,-0.0022881246977097666,29.870126914978027,3.7788166920344035,0.003322686443287437,0.03177045625634491,0.3411942198872566,-0.8522603511810303,5.777141094207764,0.7091471354166666,0.000279872256,0.0093290752,-0.1586291790008545,0.8536977171897888,5,30,False,0.006029747426509857,498.6343024704871,497.0944046122022,104.45387514264439,22.07647541600454,102.30479869198462,-108.46721093453334,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,2.5,2.75,0.0,0.0,487.25,-108.46721093453334
183,374784,-0.0013317140323730807,24.907195472717284,3.78200945854187,0.00259289728619367,0.020096849459999552,0.32304397920767464,-0.8995519876480103,4.733029365539551,0.7428385416666666,0.00027976166399999996,0.0093253888,-0.15796762704849243,0.8542237281799316,5,30,False,0.005433277226984501,499.30954661777116,499.4436891730875,104.97642893168086,22.183320142998127,102.30479869198462,-101.67665628298418,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,2.8,2.0,0.2,0.0,435.2,-101.67665628298418
184,376832,-0.004039946549649661,19.553026962280274,3.786718567212423,0.00549444479983519,0.06986906689514095,0.35752248714367546,0.1853630095720291,4.383542537689209,0.6624348958333334,0.000279651072,0.0093217024,-0.15498092770576477,0.8567485213279724,5,30,False,0.010502946563065052,500.0554405126029,501.7212547230156,105.45879530459933,22.286058736994164,102.30479869198462,-88.7928280627355,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.4,2.6,2.0,0.0,0.4,515.6,-88.7928280627355
185,378880,-0.0027128734548265737,15.544882202148438,3.7930806159973143,0.0037313719956728166,0.04052799921482801,0.27315817922353747,0.14380797743797302,3.786029577255249,0.8292643229166666,0.00027954048,0.009318016,-0.1545311063528061,0.8571503162384033,5,30,False,0.007408957462757826,500.52746477282255,504.3396689360379,106.00476812967099,22.389107145994785,102.30479869198462,-103.17224735167656,nan,nan,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,2.5,2.0,0.5,0.0,444.0,-103.17224735167656
186,380928,-0.004281072193407454,34.82664527893066,3.796026587486267,0.0048373760166382585,0.056861107160026826,0.307874155541261,-1.007409930229187,5.383218288421631,0.7392578125,0.00027942988799999996,0.0093143296,-0.15230098366737366,0.859085738658905,5,30,False,0.008454338647425175,501.0092993655693,506.94877368300513,106.51364794973051,22.506016854007612,102.30479869198462,-96.65765196979503,nan,nan,7,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,2.142857142857143,2.4285714285714284,0.0,0.2857142857142857,494.2857142857143,-96.65765196979503
187,382976,-0.002516159927472472,16.121258449554443,3.800362205505371,0.003664405317905957,0.03901294924629231,0.31623597741127013,0.3768458068370819,4.14132022857666,0.8953450520833334,0.000279319296,0.0093106432,-0.15260785818099976,0.8588719367980957,5,30,False,0.007640132214874029,501.28103061226756,509.82696376707463,107.08276449657569,22.617090658997768,102.30479869198462,-71.735348358372,nan,nan,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,600.0,-71.735348358372
188,385024,-0.0037697913280377786,31.894052696228027,3.7998356501261394,0.004169337560031892,0.047535282000899313,0.3324800059199333,-0.6365733742713928,5.801831245422363,0.6163736979166666,0.000279208704,0.0093069568,-0.15166091918945312,0.8597330451011658,5,30,False,0.00853071641176939,502.00890930841507,512.1046719789592,107.55713155867124,22.7233819069952,102.30479869198462,-97.56037990137945,nan,nan,6,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,2.5,2.5,0.16666666666666666,0.3333333333333333,535.6666666666666,-97.56037990137945
189,387072,-0.0023203489137813447,12.439938068389893,3.8073451201121014,0.00317549575807935,0.03231697919157644,0.27207805464665097,0.18724419176578522,3.4890220165252686,0.8863932291666666,0.00027909811199999996,0.0093032704,-0.147447407245636,0.8633651733398438,5,30,False,0.007921538315713406,502.1848182054938,515.0469610439613,108.17429285679827,22.852003317006165,102.30479869198462,-85.78161214131433,nan,nan,2,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,3.0,2.0,0.0,0.5,554.5,-85.78161214131433
190,389120,-0.0059788450928560145,22.569621658325197,3.8212059577306112,0.005850388600086173,0.07154325331794098,0.30699968586365384,-1.154571294784546,4.843164920806885,0.7683919270833334,0.00027898752,0.009299584,-0.14297106862068176,0.8671638369560242,5,30,False,0.008921857923269272,502.51725623517416,517.6973391519423,108.82103466274566,23.004051777999848,102.30479869198462,-111.27929637171701,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.75,3.0,0.0,0.0,494.0,-111.27929637171701
191,391168,-0.0036536426394983817,15.720663833618165,3.8307629426320395,0.004127937852897348,0.04385625741366918,0.3022143314282099,0.10436674952507019,3.8462979793548584,0.8406575520833334,0.000278876928,0.0092958976,-0.14124195277690887,0.868647038936615,5,30,False,0.007203124463558197,502.74140218135113,520.6148823789263,109.3999554708862,23.109020572999725,102.30479869198462,-98.99796043492643,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.25,0.25,2.5,2.5,0.0,0.25,548.0,-98.99796043492643
192,393216,-0.004393868866221358,29.050054931640624,3.8343008518218995,0.004112434210576336,0.0424276193138212,0.3064934174219767,-0.8238903880119324,5.706357002258301,0.78125,0.00027876633599999997,0.0092922112,-0.14056403934955597,0.869192361831665,5,30,False,0.005914098583161831,503.0043071614897,523.4752493129927,109.96912880288437,23.230603441013955,102.30479869198462,-111.19487032849186,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.0,0.0,0.0,531.3333333333334,-111.19487032849186
193,395264,-0.0016729441471397878,13.838887405395507,3.836494509379069,0.003064507301438657,0.02618091544136405,0.2796738987167676,0.34080788493156433,3.696434497833252,0.81201171875,0.000278655744,0.0092885248,-0.1396247148513794,0.8699787855148315,5,30,False,0.006506406702101231,503.5463442910831,525.981638501893,110.46150634268997,23.356801730013103,102.30479869198462,-74.0123222975717,nan,nan,4,0.0,0.0,0.0,0.5,0.5,0.0,0.25,1.0,3.0,1.75,0.0,0.5,573.0,-74.0123222975717
194,397312,-0.002856298875243131,90.34964981079102,3.8406711657842,0.0034607511312374586,0.03797351244526605,0.311425111691157,-2.0271966457366943,8.85886001586914,0.8035481770833334,0.000278545152,0.0092848384,-0.13741356134414673,0.8718940615653992,5,30,False,0.006070604082196951,503.9203420497794,528.598991935025,111.06314833878423,23.504063090018462,102.30479869198462,-77.3197517134191,nan,nan,5,0.0,0.0,0.0,0.4,0.6,0.0,0.4,0.8,2.6,1.8,0.0,0.6,497.8,-77.3197517134191
195,399360,-0.0035938015362868706,25.599933242797853,3.8483383973439533,0.003725660660198827,0.03840297469869256,0.3080222288767497,-1.0702967643737793,5.490673542022705,0.7652994791666666,0.00027843455999999997,0.009281152,-0.1348491609096527,0.8741096258163452,5,30,False,0.007403844501823187,504.30116016098714,531.3831656388793,111.52608532385784,23.631697189019178,102.30479869198462,-86.06026189183103,nan,nan,2,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,2.0,2.0,0.0,0.5,571.5,-86.06026189183103
196,401408,-0.00405581258625413,19.860380172729492,3.8563811143239337,0.004795234370013975,0.05581465701494987,0.35971123625834783,0.02824224904179573,4.601295471191406,0.5525716145833334,0.00027832396799999995,0.0092774656,-0.13206523656845093,0.876537024974823,5,30,False,0.010092141106724739,504.9378720196051,533.6498967169173,112.07395155385893,23.76304056601657,102.30479869198462,-83.00295295786903,nan,nan,60,0.0,0.0,0.0,0.5,0.5,0.0,1.3,0.25,2.9,1.45,nan,0.25,445.6,nan
197,403456,-0.0059694620256777855,30.553783226013184,3.8681709369023642,0.005045210217336957,0.05891113948309794,0.26868125547965366,-0.4074177145957947,5.5006303787231445,0.6951497395833334,0.000278213376,0.0092737792,-0.12649627029895782,0.881422221660614,5,30,False,0.008188017643988132,483.4144471472699,536.4478773587907,112.58145422075177,23.87117541601765,138.3998512589751,-81.76967737725256,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3.0,2.0,0.0,0.6666666666666666,523.0,-81.76967737725256
198,405504,-0.002933118170282493,30.43648319244385,3.8820461511611937,0.005251747906993568,0.06837350205751136,0.3398053750395775,-0.25595489144325256,5.362247467041016,0.6813151041666666,0.00027810278399999997,0.009270092800000001,-0.12394919991493225,0.8836724162101746,5,30,False,0.011179933324456215,483.90362335066203,539.105990991724,113.07363033863658,23.99819566901715,138.3998512589751,-81.21945604875843,nan,nan,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.0,0.3333333333333333,554.3333333333334,-81.21945604875843
199,407552,-0.0023779648006893696,37.15208549499512,3.8887911796569825,0.003324009822244989,0.03329507757443935,0.27582268168528873,-0.15551352500915527,5.8719563484191895,0.78271484375,0.00027799219199999996,0.0092664064,-0.12116807699203491,0.8861616849899292,5,30,False,0.006484694313257933,484.52560779906446,541.5444839417905,113.56474726452143,24.10772589201224,138.3998512589751,-87.62571545196147,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.8,0.4,2.6,1.8,0.0,0.4,520.4,-87.62571545196147
200,409600,-0.006283222930505872,137.01983184814452,3.8934362332026162,0.004898198425440565,0.058595408041340606,0.31861839940150577,-3.405686616897583,10.873506546020508,0.833984375,0.0002778816,0.00926272,-0.12177330255508423,0.885645866394043,5,30,False,0.008990854024887085,485.01788031081753,544.1489935577993,114.0786419424985,24.244435176005936,138.3998512589751,-108.4624178332537,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,2.0,2.7142857142857144,0.0,0.0,390.0,-108.4624178332537
201,411648,-0.005998713063066438,51.810878372192384,3.8921706914901733,0.005736933522597456,0.06986975776186834,0.3742872580885887,-1.594770073890686,7.151041507720947,0.7666015625,0.000277771008,0.009259033600000001,-0.12085632979869843,0.8865078687667847,5,30,False,0.009414329193532467,485.4603613072109,546.839476783789,114.61406061062007,24.35510372000863,138.3998512589751,-96.07567182477578,nan,nan,4,0.0,0.5,0.0,1.0,0.0,0.0,1.5,0.0,2.5,1.5,0.0,0.0,340.5,-96.07567182477578
202,413696,-0.0041778023529332135,12.016323947906494,3.897158718109131,0.005356344673104561,0.0648637598923718,0.29667317171891533,1.5244792699813843,3.402463912963867,0.6712239583333334,0.00027766041599999996,0.0092553472,-0.11883159726858139,0.8882941007614136,5,30,False,0.01062120869755745,486.220093086288,549.0924251127581,115.03681610363128,24.46582795699942,138.3998512589751,-58.54298171427157,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.3333333333333333,3.0,1.3333333333333333,0.0,1.0,600.0,-58.54298171427157
203,415744,-0.0031185080326395108,24.000031852722167,3.9019888083140057,0.003774559467438601,0.0411457484588027,0.3407340993483861,-0.012694085016846657,4.929159164428711,0.6920572916666666,0.000277549824,0.0092516608,-0.11778442561626434,0.8891909122467041,5,30,False,0.0070317829959094524,486.69088609634207,551.7179527236149,115.56681844347622,24.58645939300186,138.3998512589751,-85.14980485130218,nan,nan,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,0.3333333333333333,556.3333333333334,-85.14980485130218
204,417792,-0.004493712393256525,39.5484001159668,3.907565943400065,0.005686696735270017,0.07091313966472322,0.3276349623998006,-0.41231778264045715,6.423948287963867,0.7229817708333334,0.000277439232,0.009247974400000001,-0.1145775318145752,0.8920269012451172,5,30,False,0.010605777613818645,487.2123915788056,554.2520407405827,116.09528800942644,24.70149941301497,138.3998512589751,-78.64855276300295,nan,nan,4,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.75,3.0,1.75,0.0,0.5,528.0,-78.64855276300295
205,419840,-0.007153091781462232,27.902930450439452,3.9168518861134847,0.005447287273063228,0.06586072989739478,0.28892656217018764,0.2816375195980072,4.670668601989746,0.7815755208333334,0.00027732863999999996,0.009244288,-0.11181223392486572,0.8944571018218994,5,30,False,0.010035863146185875,487.53276965996514,557.1320257465268,116.63366246827354,24.805521391012007,138.3998512589751,-103.48387658666343,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,2.5,2.25,0.0,0.0,539.0,-103.48387658666343
