update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,current_learning_rate,current_entropy_coef,effective_log_std_mean,effective_std_mean,actor_epochs_completed,actor_minibatches_completed,kl_early_stop,max_minibatch_kl,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
51,104448,-0.0016688064051171144,66.28167533874512,2.9940475543340046,0.003238711944722596,0.027786325585717957,0.2589150592684746,-0.969459593296051,7.666797637939453,0.8805338541666666,0.000294359808,0.0098119936,-0.4203875660896301,0.6568477153778076,5,30,False,0.005314669571816921,468.52516338199734,144.11141623392177,29.657098491297802,6.824001621032949,36.188779966993025,-102.56311737707317,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,2.6666666666666665,2.1666666666666665,0.0,0.0,313.6666666666667,-102.56311737707317
52,106496,-0.006492497558550288,59.67987747192383,2.9973615248998007,0.004560381850485871,0.0518547585234046,0.24170395284891127,-1.8073123693466187,7.186058521270752,0.8347981770833334,0.00029424921599999996,0.0098083072,-0.4190467298030853,0.6577372550964355,5,30,False,0.007341980934143066,469.8858979134891,146.94392882804095,30.29251080325048,6.944651984027587,36.188779966993025,-98.44144333562664,nan,nan,8,0.0,0.125,0.0,1.0,0.0,0.0,1.25,0.0,2.25,1.75,0.0,0.0,307.125,-98.44144333562664
53,108544,-0.0034281507755319278,73.68778915405274,3.0027935028076174,0.0036652900438804204,0.03701109262959411,0.26037105669577915,-1.4714776277542114,7.964224338531494,0.8865559895833334,0.000294138624,0.0098046208,-0.4166061580181122,0.6593453884124756,5,30,False,0.008029724471271038,471.5112350847653,149.72463403800793,30.83794276622939,7.069571980027831,36.188779966993025,-107.9864235803556,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,2.4285714285714284,2.5714285714285716,0.2857142857142857,0.0,292.85714285714283,-107.9864235803556
54,110592,-0.002508621911207835,69.64230422973633,3.0117693901062013,0.003802734164967078,0.037292671475249034,0.2538378397623698,-1.7806518077850342,7.8624186515808105,0.8517252604166666,0.000294028032,0.0098009344,-0.4133189618587494,0.6615146398544312,5,30,False,0.007851180620491505,472.9112920660409,152.58988349605352,31.384906390187098,7.187708782032132,36.188779966993025,-100.9326581358298,nan,nan,8,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,2.25,2.0,0.0,0.0,295.375,-100.9326581358298
55,112640,-0.003114931904322778,56.358877944946286,3.0226100126902264,0.0029404464536664124,0.025274549145251513,0.2653286844491959,-0.7673594355583191,7.292864799499512,0.83984375,0.00029391743999999996,0.009797248,-0.40887340903282166,0.664472758769989,5,30,False,0.005585348233580589,474.56237937451704,155.2939592499024,31.94370806934603,7.310273287032032,36.188779966993025,-94.14271656385525,nan,nan,7,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.5714285714285714,0.0,2.5714285714285716,1.2857142857142858,0.14285714285714285,0.0,289.57142857142856,-94.14271656385525
56,114688,-0.0034955357909590627,87.91300735473632,3.0322981754938763,0.0038895869357752208,0.0380035636597313,0.23884474287430446,-1.4978090524673462,9.046710968017578,0.93701171875,0.000293806848,0.0097935616,-0.4079894423484802,0.6650664806365967,5,30,False,0.006782873533666134,475.39598546562576,158.3204888348846,32.564494968246436,7.435073370026657,36.188779966993025,-106.1581364805226,nan,nan,6,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.5,0.0,2.3333333333333335,2.5,0.0,0.0,292.8333333333333,-106.1581364805226
57,116736,-0.0035549073169628778,67.52960968017578,3.0342983404795327,0.0036337703414867526,0.03668185070079441,0.24216293394565583,-0.7532871961593628,7.706025123596191,0.89892578125,0.000293696256,0.009789875200000001,-0.4069555997848511,0.665757954120636,5,30,False,0.0059832013212144375,476.0977119755388,161.41540655691642,33.16831916614319,7.548855860019103,36.188779966993025,-102.1855630078098,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.8571428571428571,0.0,2.4285714285714284,2.142857142857143,0.0,0.0,294.85714285714283,-102.1855630078098
58,118784,-0.0033784558530896903,51.09057273864746,3.0410945892333983,0.0026516928768211137,0.02455312249561151,0.28687238643566765,-1.0233008861541748,6.923393249511719,0.85302734375,0.00029358566399999996,0.0097861888,-0.4028196334838867,0.6685088872909546,5,30,False,0.005039673764258623,477.4514506405512,164.20761230998323,33.74218193622073,7.654432164010359,36.188779966993025,-94.89286401150821,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.4285714285714286,0.0,2.4285714285714284,1.2857142857142858,0.2857142857142857,0.0,311.85714285714283,-94.89286401150821
59,120832,-0.0024757103140776358,22.886783599853516,3.055587402979533,0.00301125501625468,0.025076523683189102,0.25502687791983286,0.5926371812820435,4.532439708709717,0.8053385416666666,0.000293475072,0.0097825024,-0.3978534936904907,0.6717987060546875,5,30,False,0.004954896867275238,478.83429582949276,166.93503400210466,34.326007597119315,7.776523555003223,36.188779966993025,-93.34402861480703,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,1.75,0.0,3.0,1.25,0.0,0.0,366.25,-93.34402861480703
60,122880,-0.005620163663600882,75.04120788574218,3.072204566001892,0.004416543757496551,0.051055277581326663,0.23894420365492502,-1.7755035161972046,8.49535083770752,0.8216145833333334,0.00029336448,0.009778816000000001,-0.3913891315460205,0.6761435866355896,5,30,False,0.008399833925068378,479.8850382341135,169.73573527805274,34.99761550006224,7.886555896999198,36.188779966993025,-100.39690705160334,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.14285714285714285,0.0,345.85714285714283,-100.39690705160334
61,124928,-0.004449679613268624,53.115478515625,3.0878053665161134,0.004813995658211449,0.05858634854666889,0.2790086468060811,-0.9622162580490112,6.915423393249512,0.84423828125,0.00029325388799999997,0.0097751296,-0.38851404190063477,0.6780790090560913,5,30,False,0.010347616858780384,480.7789208080917,172.69396194495494,35.56733474304201,8.009711025995784,36.188779966993025,-98.04101880945511,nan,nan,7,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,1.2857142857142858,0.0,2.4285714285714284,1.7142857142857142,0.0,0.0,298.42857142857144,-98.04101880945511
62,126976,-0.002567270724102855,73.3975814819336,3.0951683282852174,0.003327070481458457,0.0320932044647634,0.2667633667588234,-1.1531040668487549,8.290383338928223,0.9070638020833334,0.00029314329599999995,0.0097714432,-0.3857503831386566,0.6799576282501221,5,30,False,0.0077163963578641415,481.9665538919227,175.47383970591181,36.1467196020385,8.131490865998785,36.188779966993025,-103.01459929996223,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,2.0,2.142857142857143,0.14285714285714285,0.0,295.85714285714283,-103.01459929996223
63,129024,-0.003985130759732177,64.25062942504883,3.1018268982569377,0.0038832725852747294,0.04247227660768355,0.32824148138364156,-1.4891585111618042,8.157691955566406,0.7874348958333334,0.000293032704,0.009767756800000001,-0.38467592000961304,0.6806988716125488,5,30,False,0.007272401358932257,483.0008812461935,178.25596410103026,36.782916227850365,8.260049628006527,36.188779966993025,-99.52598594127464,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,1.1666666666666667,0.0,2.3333333333333335,1.8333333333333333,0.0,0.0,355.0,-99.52598594127464
64,131072,-0.003016382567936186,57.11062507629394,3.104505101839701,0.003947197093858246,0.03993650762131438,0.2788375988602638,-1.1081247329711914,7.360405445098877,0.91357421875,0.00029292211199999997,0.0097640704,-0.3832894563674927,0.6816434264183044,5,30,False,0.006500871852040291,483.675087784807,181.24508553900523,37.40731054193748,8.384513526994851,36.188779966993025,-98.28289040111304,nan,nan,6,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.1666666666666667,0.0,2.8333333333333335,1.6666666666666667,0.16666666666666666,0.0,301.6666666666667,-98.28289040111304
65,133120,-0.002420969780602415,67.09823150634766,3.110099736849467,0.0030273772036734483,0.023801779238662373,0.2631358673175176,-1.9187430143356323,7.527252197265625,0.87939453125,0.00029281151999999995,0.009760384,-0.38099831342697144,0.6831949949264526,5,30,False,0.005643779411911964,484.16806536989134,184.26154297206085,38.08298560287221,8.505405196003267,36.188779966993025,-92.08305020921321,nan,nan,10,0.0,0.5,0.0,1.0,0.0,0.0,1.8,0.0,2.7,1.1,0.1,0.0,279.5,-92.08305020921321
66,135168,-0.004133138239073257,41.05409393310547,3.1184329907099406,0.003945724263130936,0.04713188359358658,0.2497420479853948,-0.3416442275047302,6.529411792755127,0.85693359375,0.000292700928,0.009756697600000001,-0.3777778148651123,0.6854044795036316,5,30,False,0.00800617691129446,484.81888441779677,187.25269116014533,38.71645205079403,8.6136172789993,36.188779966993025,-75.35338493893293,nan,nan,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,224.33333333333334,-75.35338493893293
67,137216,-0.0029562087380327283,45.28480262756348,3.127422491709391,0.0035812913403231376,0.03432250019395724,0.26159713168938953,-0.7055696249008179,6.770936965942383,0.7350260416666666,0.000292590336,0.0097530112,-0.3751928210258484,0.6871802806854248,5,30,False,0.006060060113668442,485.9139976611064,189.9457159970916,39.35489126882749,8.735586190989125,36.188779966993025,-99.9145288861796,nan,nan,8,0.0,0.125,0.0,1.0,0.0,0.0,1.0,0.0,2.5,1.75,0.25,0.0,386.75,-99.9145288861796
68,139264,-0.003342406500208502,63.50485420227051,3.135159071286519,0.004316063629515563,0.04763226375604669,0.2949357544382413,-1.2983572483062744,7.897642612457275,0.8468424479166666,0.00029247974399999996,0.0097493248,-0.37255117297172546,0.6889952421188354,5,30,False,0.007333738729357719,486.57184944967304,192.89259301809943,39.98501503265288,8.853119115985464,36.188779966993025,-100.72384663680297,nan,nan,6,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,2.6666666666666665,2.0,0.0,0.0,292.8333333333333,-100.72384663680297
69,141312,-0.00501173757268892,50.75071792602539,3.139448610941569,0.005666017878638637,0.07203306073012451,0.3177607188622157,-0.7565723657608032,7.349788188934326,0.83642578125,0.000292369152,0.0097456384,-0.3725670576095581,0.6889896392822266,5,30,False,0.010820601135492325,487.47669296277337,195.76540210210078,40.55693802169117,8.967400960988016,36.188779966993025,-95.70993766156289,nan,nan,4,0.0,0.5,0.0,1.0,0.0,0.0,1.5,0.0,3.0,1.5,0.0,0.0,301.75,-95.70993766156289
70,143360,-0.004261567769572139,38.13385848999023,3.1424978574117026,0.005314358734663924,0.06421116550142567,0.27493135730425516,-1.3036507368087769,6.253417491912842,0.7945963541666666,0.00029225856,0.009741952,-0.3699476718902588,0.6907896399497986,5,30,False,0.009347260929644108,488.43332262614547,198.5134283140942,41.192437510660966,9.080090746982023,36.188779966993025,-85.90414367378878,nan,nan,8,0.0,0.5,0.0,1.0,0.0,0.0,2.5,0.0,2.5,0.5,0.0,0.0,353.0,-85.90414367378878
71,145408,-0.0038485830766148863,36.824899673461914,3.150401814778646,0.0036010613937017652,0.0393808368826285,0.2661505182584127,-0.2893119156360626,6.1504950523376465,0.7516276041666666,0.00029214796799999996,0.0097382656,-0.3676729202270508,0.6923718452453613,5,30,False,0.008913415484130383,489.76981498142027,201.09686927816074,41.75691381267097,9.192800569988322,36.188779966993025,-96.80169283217965,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,2.2,1.4,0.4,0.0,315.6,-96.80169283217965
72,147456,-0.0035654860230958244,38.56323890686035,3.1566027959187823,0.0039218393290198165,0.044427387633671364,0.29653102258841196,-1.3129267692565918,6.112517356872559,0.7044270833333334,0.000292037376,0.0097345792,-0.36611875891685486,0.6934541463851929,5,30,False,0.007143369410187006,490.85931762776386,203.79404912836617,42.32939347172214,9.310662461983156,36.188779966993025,-97.44135887671447,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.2857142857142858,0.0,2.5714285714285716,1.5714285714285714,0.14285714285714285,0.0,384.85714285714283,-97.44135887671447
73,149504,-0.003700918727554381,50.324623107910156,3.163056008021037,0.0040473963612509154,0.04241144535286973,0.2921155112485091,-0.9564498066902161,7.0313825607299805,0.7750651041666666,0.000291926784,0.0097308928,-0.3623649477958679,0.6960691213607788,5,30,False,0.007869837805628777,491.8236153127343,206.61963644817297,42.8413639007631,9.4289568119857,36.188779966993025,-95.72401366505831,nan,nan,6,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.5,0.0,2.6666666666666665,1.5,0.0,0.0,324.3333333333333,-95.72401366505831
74,151552,-0.0034682553028687834,52.08360328674316,3.1767937262852985,0.004172679159221525,0.04502525435915838,0.2887360374132792,-1.2658007144927979,7.020172119140625,0.84423828125,0.00029181619199999996,0.0097272064,-0.35759422183036804,0.6993865966796875,5,30,False,0.00788587424904108,492.8900435465128,209.35824800324917,43.34753288261709,9.551849818977644,36.188779966993025,-100.7369183022872,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,2.4285714285714284,2.0,0.0,0.0,302.2857142857143,-100.7369183022872
75,153600,-0.00398540011762331,54.11409149169922,3.188339924812317,0.004469810008007397,0.053703429208447534,0.2560317933559418,-0.8221266865730286,7.446610927581787,0.7854817708333334,0.0002917056,0.00972352,-0.3549843430519104,0.7012138366699219,5,30,False,0.009152939543128014,494.10587671818524,212.02463372315106,43.83582717549871,9.670016406977084,36.188779966993025,-104.91452840313278,nan,nan,5,0.0,0.2,0.0,1.0,0.0,0.0,0.6,0.0,1.4,2.4,0.0,0.0,329.4,-104.91452840313278
76,155648,-0.003516079888989528,26.419132804870607,3.192961819966634,0.004658121888422258,0.05662472890689969,0.33474417428175607,-0.9387735724449158,5.216267108917236,0.73583984375,0.000291595008,0.0097198336,-0.35438424348831177,0.7016334533691406,5,30,False,0.01024877279996872,494.9448728977855,214.90819527620624,44.32583960669581,9.788666227977956,36.188779966993025,-84.97955719587246,nan,nan,7,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,2.5714285714285716,0.0,3.0,0.42857142857142855,0.0,0.0,356.42857142857144,-84.97955719587246
77,157696,-0.002883257965246836,49.24961853027344,3.1958815892537435,0.002750592023450571,0.027402963985999427,0.29265897075335184,-1.242814302444458,6.851086616516113,0.8523763020833334,0.00029148441599999997,0.0097161472,-0.35244986414909363,0.7029851675033569,5,30,False,0.005522341467440128,495.51902648055614,217.8513982801087,44.90093533969775,9.912812233989825,36.188779966993025,-88.13784710371844,nan,nan,6,0.0,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.0,1.3333333333333333,0.16666666666666666,2.8333333333333335,1.0,0.5,0.16666666666666666,339.8333333333333,-88.13784710371844
78,159744,-0.002150265678452949,48.97355270385742,3.204160038630168,0.0043660523666061105,0.04936325543094426,0.3004396920402845,-0.6072096228599548,7.319278240203857,0.8046875,0.00029137382399999995,0.0097124608,-0.3491578996181488,0.7053077220916748,5,30,False,0.0075812130235135555,496.4410151856789,220.62981188000413,45.42064875573851,10.034522827991168,36.188779966993025,-95.1907752714471,nan,nan,5,0.0,0.2,0.0,1.0,0.0,0.0,1.6,0.0,2.2,1.4,0.0,0.0,366.4,-95.1907752714471
79,161792,-0.003573767856384317,34.25946731567383,3.213839570681254,0.003481687597444827,0.0359363015430669,0.27114920169115064,-0.7272661328315735,5.829061031341553,0.8310546875,0.000291263232,0.0097087744,-0.34608691930770874,0.7074794769287109,5,30,False,0.006370718590915203,497.1875125250553,223.47869302796607,45.97732498384721,10.150117190001765,36.188779966993025,-111.00861043217203,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.0,0.0,0.0,341.0,-111.00861043217203
80,163840,-0.0032962006516754627,26.620813369750977,3.2194498936335245,0.003768540835079104,0.03948802759017175,0.303703211247921,-0.8616171479225159,4.783193588256836,0.7677408854166666,0.00029115263999999997,0.009705088,-0.3460235297679901,0.7075327634811401,5,30,False,0.005697095301002264,498.0141651636975,226.26157375291223,46.533049680816475,10.26176239301276,36.188779966993025,-93.06245522132966,nan,nan,9,0.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.7777777777777777,0.0,2.7777777777777777,1.2222222222222223,0.0,0.0,345.44444444444446,-93.06245522132966
81,165888,-0.003935982281109318,46.95928382873535,3.220566916465759,0.004304692687428337,0.047422572621144354,0.3233204041918119,-1.0908643007278442,6.437520980834961,0.73486328125,0.00029104204799999995,0.0097014016,-0.3442053198814392,0.7088331580162048,5,30,False,0.010352559387683868,498.42914403132767,229.20063248490624,47.17218878888525,10.387279698014027,36.188779966993025,-89.24090718783529,nan,nan,7,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,2.142857142857143,0.0,3.0,0.8571428571428571,0.0,0.0,326.42857142857144,-89.24090718783529
82,167936,-0.0035341761463011305,25.13105354309082,3.2293725411097207,0.003730822407744942,0.03710916383812825,0.2804119860132535,-0.5260991454124451,4.9747538566589355,0.8580729166666666,0.000290931456,0.0096977152,-0.3406047224998474,0.711394190788269,5,30,False,0.006057754158973694,499.17719280755364,232.04305334296077,47.70111725592869,10.506215323024662,36.188779966993025,-90.46639875765209,nan,nan,4,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,274.25,-90.46639875765209
83,169984,-0.005634989961981774,45.55743980407715,3.239280851682027,0.0050134678265670056,0.06168661376771827,0.3306651532649994,-1.4690923690795898,6.691858768463135,0.7303059895833334,0.000290820864,0.0096940288,-0.3379431366920471,0.7132948637008667,5,30,False,0.009042778052389622,500.1371499910984,234.77147090702783,48.182843320973916,10.624509101020521,36.188779966993025,-97.27071252221879,nan,nan,8,0.0,0.125,0.0,1.0,0.0,0.0,1.375,0.0,2.75,1.625,0.0,0.0,355.25,-97.27071252221879
84,172032,-0.002641004578132803,30.59076862335205,3.246860416730245,0.004153789562385909,0.041919741767924276,0.2824287414550781,-0.1676899492740631,5.5032572746276855,0.78125,0.00029071027199999996,0.0096903424,-0.3353688418865204,0.7151434421539307,5,30,False,0.007414798717945814,501.0137821741427,237.50134248695394,48.704972103005275,10.746758091030642,36.188779966993025,-88.6578026065149,nan,nan,5,0.0,0.4,0.0,1.0,0.0,0.0,2.2,0.0,2.6,0.8,0.0,0.0,309.6,-88.6578026065149
85,174080,-0.00447024362316976,32.62118415832519,3.2526231527328493,0.005491807592821904,0.06561909991626938,0.2881434972087542,-0.5313117504119873,5.587592124938965,0.8216145833333334,0.00029059968,0.009686656,-0.3342599868774414,0.7159404754638672,5,30,False,0.010863156989216805,501.54670901248,240.3080088840652,49.3694320867362,10.863577168027405,36.188779966993025,-96.66264871169938,nan,nan,6,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,1.8333333333333333,1.5,0.16666666666666666,0.0,328.5,-96.66264871169938
