env_steps,vector_steps,replay_size,critic_updates,actor_updates,environment_steps_per_second,update_calls_in_interval,critic_updates_in_interval,actor_updates_in_interval,target_updates_in_interval,critic1_loss_mean,critic2_loss_mean,q1_mean,q2_mean,target_q_mean,q1_q2_abs_gap_mean,td_error_abs_mean,critic1_grad_norm_pre_clip_mean,critic2_grad_norm_pre_clip_mean,critic1_grad_clipped_fraction,critic2_grad_clipped_fraction,critic1_loss_max,critic2_loss_max,q1_q2_abs_gap_max,td_error_abs_max,critic1_grad_norm_pre_clip_max,critic2_grad_norm_pre_clip_max,actor_loss_mean,sampled_log_prob_mean,deterministic_action_abs_mean,stochastic_action_abs_mean,action_saturation_fraction_mean,actor_grad_norm_pre_clip_mean,actor_grad_clipped_fraction,actor_loss_last,action_saturation_fraction_max,actor_grad_norm_pre_clip_max,completed_episodes,red_complete_elimination_success_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
837632,104704,837632,102205,51102,108.2985839563832,256,256,128,128,1.165022273431532,1.1926808846183121,0.4207483380596386,0.4180479339120211,0.4276452564001829,0.33645056595560163,0.35394000506494194,79.12499291449785,77.27819818258286,1.0,1.0,5.074309825897217,5.030094623565674,29.613468170166016,52.338111877441406,308.3819274902344,233.1585693359375,-0.48201208255341044,-1.5145944030955434,0.23477530952425554,0.49638800854417625,0.007345549113344051,0.8026038163807243,0.0,-0.7630323767662048,0.01069379238393323,2.051510810852051,8,0.0,0.0,0.0,0.875,2.0,1.625,0.5,0.5,541.75,-75.27824047894796
839680,104960,839680,102461,51230,108.40277292745799,256,256,128,128,1.2431233677780256,1.2328686895780265,0.38125495449912705,0.3811753492536809,0.3827305362774496,0.34841687709558755,0.35542769776657224,82.4220608100295,76.9602234736085,1.0,1.0,5.3190765380859375,5.378696918487549,26.73479461669922,56.197078704833984,247.75038146972656,213.36827087402344,-0.49550363566959277,-1.4891804168000817,0.23696195091795452,0.49676735314239046,0.007415302054713377,0.7047284480649978,0.0,-0.17439264059066772,0.01056156620298815,1.2743788957595825,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
841728,105216,841728,102717,51358,108.51014798549785,256,256,128,128,1.218000745982863,1.2135341136017814,0.43609510034889354,0.4290390296919213,0.43345510636163453,0.33998699579387903,0.3499478483572602,83.372055798769,79.5636049285531,1.0,1.0,5.447427272796631,5.461088180541992,30.097280502319336,56.38013458251953,375.9783630371094,239.94850158691406,-0.542769279985805,-1.5076895141974092,0.23743489563990472,0.49759436816411934,0.0073564276568935235,0.7421633224003017,0.0,-0.18262630701065063,0.011241830065359478,1.5020962953567505,6,0.0,0.0,0.0,1.5,2.5,1.3333333333333333,0.16666666666666666,0.6666666666666666,555.8333333333334,-55.7046222922933
843776,105472,843776,102973,51486,108.62086475235508,256,256,128,128,1.2396339444676414,1.231428688566666,0.43057368123845663,0.4284856885629438,0.43069863049277046,0.3391718250932172,0.35313933523138985,86.36975528299809,83.78523450344801,1.0,1.0,4.93513822555542,4.877540588378906,29.10601043701172,55.18636703491211,266.64752197265625,298.53564453125,-0.5430382143058523,-1.5254981964826584,0.2367951754464518,0.49895289533552895,0.007689349414847281,0.7352658049203455,0.0,-0.8284438848495483,0.011725293132328308,1.4090529680252075,3,0.0,0.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,441.6666666666667,-48.56226246001097
845824,105728,845824,103229,51614,108.73083741481703,256,256,128,128,1.2290881843073294,1.2530564254848287,0.3928706773549493,0.39073030626423133,0.39167343563531176,0.3465455733239651,0.3569528818479739,76.17001619935036,80.71223644167185,1.0,1.0,5.560952186584473,5.826662063598633,29.617916107177734,56.29932403564453,277.8334655761719,312.9714050292969,-0.47615490636235336,-1.5046382565051317,0.23662571134066718,0.4967624038316636,0.0073235297630276025,0.7586296228691936,0.0,-0.37551552057266235,0.01010498687664042,1.4179456233978271,6,0.0,0.0,0.0,1.3333333333333333,1.8333333333333333,1.5,0.16666666666666666,0.6666666666666666,583.3333333333334,-60.51036131829763
847872,105984,847872,103485,51742,108.83684587548419,256,256,128,128,1.1591226016171277,1.1582652138313279,0.4452183153225633,0.4447918041378216,0.444866726708824,0.33486263477243483,0.3406543849851005,68.75198445469141,60.623336493968964,1.0,1.0,4.914067268371582,4.836772441864014,23.187744140625,56.260528564453125,218.6070098876953,232.50376892089844,-0.5337775957777922,-1.4953435212373734,0.23655810784489884,0.4967978867143826,0.007269512702900672,0.702464927919209,0.0,-0.3995312452316284,0.009872694206287348,1.2700270414352417,1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-7.634907607392961
849920,106240,849920,103741,51870,108.94616547934622,256,256,128,128,1.2172708192374557,1.201217321678996,0.4399440266297461,0.449312378963441,0.44774078464070044,0.36025253974366933,0.3568242820329033,84.32123296707869,75.0536076053977,1.0,1.0,5.239469528198242,5.545608043670654,24.05548095703125,55.76968765258789,282.6929931640625,269.1858825683594,-0.5436254267806362,-1.5005829455330968,0.23843380148071006,0.4971733473589165,0.007425117495172237,0.7279439640697092,0.0,-0.19069576263427734,0.010250421694563383,1.3424855470657349,3,0.0,0.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,579.6666666666666,-59.474445259659355
851968,106496,851968,103997,51998,109.05285591357826,256,256,128,128,1.1593779153190553,1.178123721270822,0.4453016683091846,0.43914686859534413,0.4427438675029407,0.345870110206306,0.3532120995223522,79.54475720971823,77.95310050621629,1.0,1.0,5.705271244049072,5.779816150665283,26.249168395996094,55.560935974121094,319.26641845703125,226.86778259277344,-0.5449047302827239,-1.495804101228714,0.23818614849968306,0.49722227059315954,0.0073539476745858885,0.7928601866587996,0.0,-0.46416619420051575,0.01074016563146998,1.4546895027160645,5,0.0,0.0,0.2,1.2,2.4,1.4,0.2,0.8,578.6,-61.04966225631724
854016,106752,854016,104253,52126,109.1757675223346,256,256,128,128,1.1723893721355125,1.1850043026497588,0.44107896130299196,0.44176511560362997,0.4444566147085425,0.3401847417699173,0.34775677922880277,75.94671890884638,79.24619001895189,1.0,1.0,4.515466690063477,4.608212471008301,19.764095306396484,55.8661994934082,282.5122375488281,265.967529296875,-0.5404348812880926,-1.5103987781330943,0.23746818882775947,0.49867032047254517,0.007719002241257067,0.7465301260817796,0.0,-0.3199751675128937,0.010627268014515292,1.2868555784225464,2,0.0,0.0,0.0,0.5,2.0,2.5,0.0,0.5,540.5,-89.02373847573654
856064,107008,856064,104509,52254,109.28168214980477,256,256,128,128,1.3424894923809916,1.3208395831752568,0.413645044975965,0.41742968370454037,0.4216194974060272,0.34125206840690225,0.36204531230032444,95.53662463277578,80.02290979027748,1.0,1.0,6.354403972625732,5.719823837280273,24.92835807800293,56.436866760253906,364.82965087890625,285.2768249511719,-0.5247876475150406,-1.4852586090564728,0.24560225746873376,0.5035218168652577,0.008763388377743786,0.698549049673602,0.0,-0.3653112053871155,0.012297226582940869,1.2063053846359253,6,0.0,0.0,0.0,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.8333333333333334,586.6666666666666,-58.61938382944876
858112,107264,858112,104765,52382,109.3870968011603,256,256,128,128,1.199297827668488,1.1894682984566316,0.42939944233694405,0.4371480969039112,0.43702414218569174,0.3383389931404963,0.35088191425893456,78.62363750487566,64.37695853412151,1.0,1.0,4.533895492553711,4.527482032775879,27.27904510498047,57.046295166015625,254.54519653320312,295.0464172363281,-0.5526369799626991,-1.5074749495834112,0.24256164709479902,0.4992152067628355,0.007758748326695075,0.7022133534774184,0.0,-0.1950315684080124,0.010469174098487785,1.2959024906158447,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,600.0,-25.701027488918044
860160,107520,860160,105021,52510,109.49622963880334,256,256,128,128,1.2312448506709188,1.1885106774279848,0.410542934847399,0.4109962225181789,0.4090090821346166,0.3453620590735227,0.35105054965242743,87.27097661048174,72.10761319100857,1.0,1.0,6.406611442565918,7.141926288604736,21.742961883544922,56.50579833984375,283.80572509765625,311.8940734863281,-0.4859191917712451,-1.50297199934721,0.2387394929531282,0.4989905929166804,0.007768516498660524,0.7101772683672607,0.0,-0.679029107093811,0.01008513425016372,1.2223711013793945,6,0.0,0.0,0.0,2.3333333333333335,2.0,0.6666666666666666,0.0,1.0,600.0,-26.776939820292682
862208,107776,862208,105277,52638,109.61126386682147,256,256,128,128,1.2695093736983836,1.2944992210250348,0.4345485349324463,0.4296597796374044,0.4316146003657195,0.34542121936101466,0.3528521883417852,79.43972095102072,76.00893089175224,1.0,1.0,4.928218841552734,4.7354607582092285,27.506046295166016,55.764610290527344,266.6318359375,236.58407592773438,-0.51805207124562,-1.5026297997683287,0.23865136523037497,0.49748285350656374,0.0077592260476404724,0.7027416503988206,0.0,-0.5109856724739075,0.012282091917591125,1.1844513416290283,1,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,600.0,-69.10886004631539
864256,108032,864256,105533,52766,109.72752087150081,256,256,128,128,1.2239094383548945,1.1984540891135111,0.4307644931723189,0.43234707076226186,0.43618119409075007,0.339108879910782,0.3559304407099262,84.92805996537209,73.30811406672001,1.0,1.0,5.001192092895508,5.301878452301025,24.50872802734375,56.646141052246094,311.7278137207031,255.1833953857422,-0.5135624240519974,-1.4835888659581542,0.2417152655727437,0.4980018463719635,0.007751768686120405,0.7403059576172382,0.0,-0.3238775432109833,0.012151445382450755,1.598723292350769,4,0.0,0.0,0.25,1.5,1.5,0.75,0.5,0.75,592.5,-50.323847277070854
866304,108288,866304,105789,52894,109.82913791553146,256,256,128,128,1.2633274912950583,1.264872593455948,0.4367963475851866,0.4292994403367629,0.4327308040810749,0.347895770217292,0.3610046304529533,86.26357244700193,83.96270798146725,1.0,1.0,5.448605060577393,5.622532844543457,25.983016967773438,57.08229446411133,335.488037109375,369.83111572265625,-0.5043239180376986,-1.5084916530176997,0.2372575145989365,0.4974299179269053,0.007604271274132547,0.7275957236997783,0.0,-0.5761924386024475,0.010073614877954282,1.2521617412567139,4,0.0,0.0,0.0,2.5,1.75,0.25,0.25,1.0,600.0,-20.16683888637715
868352,108544,868352,106045,53022,109.94365569336006,256,256,128,128,1.1727057095849887,1.1646232034545392,0.4533037154278645,0.4567010492191912,0.45546919551998144,0.33578196016605943,0.3424613055540249,68.86604982614517,69.58873926103115,1.0,1.0,5.1871418952941895,5.1754984855651855,24.609113693237305,55.967830657958984,253.85316467285156,339.94482421875,-0.5569922094000503,-1.5035854848101735,0.2358599805334719,0.49636008871241905,0.0072863014484941015,0.6914201902691275,0.0,-0.5773258209228516,0.009398738251577185,1.2866674661636353,3,0.0,0.0,0.0,1.6666666666666667,2.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,540.0,-49.93961197227751
870400,108800,870400,106301,53150,110.0456069034389,256,256,128,128,1.144878373015672,1.1388319480465725,0.4650669752538761,0.4589721858951634,0.4651276825607056,0.3406782289966941,0.34482216695323586,71.1164736226201,75.71612463518977,1.0,1.0,5.609968662261963,5.56919527053833,26.856008529663086,55.188053131103516,233.65194702148438,289.7837219238281,-0.5739528420963325,-1.501766494475305,0.23777324146280523,0.4986887677989611,0.007798402111316896,0.6375838008243591,0.0,-0.0538734532892704,0.010911925175370226,1.0887982845306396,5,0.0,0.0,0.0,1.2,2.0,1.6,0.2,0.6,560.2,-67.2801661201036
872448,109056,872448,106557,53278,110.15544253117098,256,256,128,128,1.1397510048700497,1.117252382566221,0.4554591313144556,0.461704733190345,0.46297800500724406,0.33567579672671854,0.34672469220822677,81.64565164595842,69.50326345860958,1.0,1.0,3.6893153190612793,3.8074615001678467,22.787260055541992,51.30573654174805,310.748046875,242.79452514648438,-0.5569473239120271,-1.5249650590121746,0.23362403029529988,0.4976657451717104,0.007361684806103641,0.732531217392534,0.0,-0.9351007342338562,0.010715207849212496,1.3143243789672852,2,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.5,580.0,-74.18009131216968
874496,109312,874496,106813,53406,110.26436307685964,256,256,128,128,1.2769452362554148,1.2750388132408261,0.41664555669649417,0.4203759654053556,0.41777341443957994,0.3319318036083132,0.3519848680589348,80.56087926775217,84.43226730078459,1.0,1.0,5.3769731521606445,5.497867107391357,19.516368865966797,56.43159103393555,251.1007537841797,251.5574951171875,-0.4930278834508499,-1.512619374319911,0.23696338081672422,0.49896338427610354,0.007693845371000745,0.708286804612726,0.0,-0.6499297618865967,0.011652264990835296,1.3636332750320435,6,0.0,0.0,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.0,1.0,600.0,-33.07704991551918
876544,109568,876544,107069,53534,110.36350474047859,256,256,128,128,1.239983570179902,1.2312659822637215,0.4504322670718466,0.44368972990218936,0.44596160931723716,0.3345923835877329,0.34872122848173603,77.7383017167449,76.41252300143242,1.0,1.0,5.45911169052124,5.50909423828125,29.662567138671875,75.35591888427734,307.28936767578125,267.0050964355469,-0.5438679964245239,-1.504596933722496,0.23956324817030403,0.500270062183958,0.007917637097348537,0.6790539561770856,0.0,-0.5329744219779968,0.011055405579123281,1.2129179239273071,2,0.0,0.0,0.0,1.5,1.5,1.0,0.5,0.5,375.0,-45.7099710713228
878592,109824,878592,107325,53662,110.46967271443137,256,256,128,128,1.2238071693573147,1.1923483447171748,0.47013684842386283,0.47627438906988573,0.4731246428054874,0.3345017966348678,0.341235664091073,81.69961037486792,72.33575050532818,1.0,1.0,5.2613654136657715,5.213322162628174,23.919151306152344,75.47077941894531,262.4436340332031,276.5977478027344,-0.5707892850514327,-1.4971860870718956,0.24018592750131032,0.499202180363898,0.007581761633960363,0.7355574308894575,0.0,-0.38308775424957275,0.010765393199422345,1.2737454175949097,4,0.0,0.0,0.0,1.75,2.5,0.75,0.5,1.0,600.0,-42.743638138334326
880640,110080,880640,107581,53790,110.57824738683951,256,256,128,128,1.2034432886866853,1.189899028511718,0.47825834942705114,0.4755643254629831,0.4786491249469691,0.3342839749529958,0.346449128119275,75.69288550689816,69.14881909638643,1.0,1.0,7.482245445251465,7.6271071434021,25.981613159179688,55.62653350830078,275.1453857421875,302.3875732421875,-0.560969145866693,-1.50984619371593,0.23816436160907006,0.49855983030342405,0.0076527090487965715,0.6527287135832012,0.0,0.3746909499168396,0.00966183574879227,1.1880545616149902,3,0.0,0.0,0.0,1.6666666666666667,2.0,1.0,0.3333333333333333,1.0,600.0,-44.76011293057248
882688,110336,882688,107837,53918,110.68435289583503,256,256,128,128,1.24184271361446,1.2319796204101294,0.46849961730003997,0.4737436373870878,0.47270061366270966,0.3319855377776548,0.3480134277488105,82.74390286207199,78.01947186142206,1.0,1.0,5.596386432647705,6.065273761749268,26.18130874633789,75.4604263305664,359.8573303222656,311.372802734375,-0.5718701400328428,-1.50762839615345,0.23823205915963094,0.49907090043242275,0.007771304205796952,0.6492807511240244,0.0,-0.40246260166168213,0.011378329454357383,1.048844337463379,3,0.0,0.0,0.0,1.0,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,570.0,-69.69348365934609
884736,110592,884736,108093,54046,110.78696885358666,256,256,128,128,1.1951246915268712,1.1711454972391948,0.458975747187651,0.46171901754223654,0.4651604044775013,0.3386597726494074,0.3475693112704903,80.8011529147625,64.89629482477903,1.0,1.0,5.294835567474365,4.868221759796143,25.871288299560547,55.350643157958984,358.7999267578125,196.4853515625,-0.5707424452411942,-1.5137274973094463,0.2371641216493636,0.49935062456600815,0.007697507775866784,0.6844082546886057,0.0,-0.4756149351596832,0.010416666666666666,1.096003532409668,4,0.0,0.0,0.0,1.75,1.75,1.0,0.25,1.0,600.0,-42.908934014518536
886784,110848,886784,108349,54174,110.88613525867143,256,256,128,128,1.1501250923611224,1.1512576286913827,0.4889045873305804,0.48185553698203876,0.4841992967740225,0.3363001295365393,0.3413076111464761,84.11207487434149,84.02611392736435,1.0,1.0,5.209808349609375,5.382638454437256,25.185558319091797,75.54127502441406,352.5431213378906,306.0605163574219,-0.5984284081496298,-1.5122755020856857,0.23573272774586815,0.49846080876401144,0.007509160260720019,0.7126000330317765,0.0,-0.47553351521492004,0.01030795000644247,1.3080888986587524,4,0.0,0.0,0.0,2.0,2.0,0.5,0.5,0.75,482.25,-32.00093979502344
888832,111104,888832,108605,54302,110.9855528071668,256,256,128,128,1.1837247731164098,1.1663886188762262,0.46138155490007193,0.4581783471403469,0.4617858579813401,0.34004865924362093,0.34509282204089686,82.31945774704218,67.49851915985346,1.0,1.0,5.9460978507995605,5.571739196777344,24.758926391601562,56.11005783081055,254.54058837890625,291.3936767578125,-0.5548718943609856,-1.5149313220754266,0.235480888079334,0.49859764490569547,0.007475748381957802,0.6581176791805774,0.0,-0.5861780643463135,0.009988474836726853,1.2701727151870728,4,0.0,0.0,0.0,1.75,2.5,1.25,0.0,1.0,600.0,-45.614121025591885
890880,111360,890880,108861,54430,111.08239451933045,256,256,128,128,1.1346625884762034,1.1167337332153693,0.4884813405915338,0.4848795102479926,0.48286929131245415,0.33811592566780746,0.3429103789385408,66.90614478290081,64.68359430879354,1.0,1.0,5.202958583831787,5.3068318367004395,24.54231071472168,75.63166046142578,221.45098876953125,225.94920349121094,-0.5917723139136797,-1.5266108559444547,0.23584107889823797,0.4990056726459201,0.0076870528447806905,0.6310956454835832,0.0,-0.8080105781555176,0.010183036865171436,1.1241389513015747,4,0.0,0.0,0.0,2.0,2.5,1.0,0.0,1.0,600.0,-36.77089268896452
892928,111616,892928,109117,54558,111.17902256159931,256,256,128,128,1.084027901175432,1.068865524372086,0.4921931972166931,0.49612660861748736,0.49458104214932064,0.33142529043834656,0.3313769174856134,74.56635997444391,67.10032020509243,1.0,1.0,5.3749237060546875,5.480808258056641,26.919719696044922,75.48407745361328,256.7207336425781,221.80523681640625,-0.6022518918325659,-1.5109080998227,0.23959020828778596,0.5001972310418722,0.007780989920226522,0.6322782821953297,0.0,-0.4839441180229187,0.010715652506697282,1.1476112604141235,4,0.0,0.0,0.25,1.25,2.0,1.5,0.0,0.5,535.0,-65.03800536738117
894976,111872,894976,109373,54686,111.28412151796945,256,256,128,128,1.165392552735284,1.153546750661917,0.4797523675533739,0.4800559325987024,0.48123284777102526,0.36237362772226334,0.3478195899515413,82.44295263290405,75.8473567739129,1.0,1.0,7.8175368309021,6.772807598114014,25.786588668823242,56.081565856933594,300.0887145996094,226.98739624023438,-0.5675704981113086,-1.517428744584322,0.23788849499615725,0.49862437596849957,0.007473320874813698,0.6605940347071737,0.0,-0.6409631967544556,0.0109437363203296,1.2157769203186035,3,0.0,0.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,510.6666666666667,-73.4704455381919
897024,112128,897024,109629,54814,111.3856114150389,256,256,128,128,1.2643694309517741,1.258735731127672,0.4786731783206051,0.47160443338458435,0.4784175949462224,0.3406620518071577,0.3520083354669623,87.30648089945316,71.45723827928305,1.0,1.0,6.579697608947754,6.615874290466309,25.115739822387695,56.517120361328125,295.38226318359375,271.7126159667969,-0.569726077184896,-1.506591078825295,0.23914642896031219,0.5005404630908676,0.007891504441777832,0.7061188153456897,0.0,-0.41083404421806335,0.010861132660977503,1.2311744689941406,3,0.0,0.0,0.0,2.0,2.3333333333333335,1.0,0.0,1.0,600.0,-37.676787828695524
899072,112384,899072,109885,54942,111.48726331003085,256,256,128,128,1.1385734506184235,1.1255175471887924,0.48262498124222475,0.4825640163871867,0.48314315222523874,0.3306821114383638,0.34053923189640045,73.45341384410858,69.702590983361,1.0,1.0,4.860472679138184,4.937294006347656,25.18729591369629,56.17494583129883,300.82373046875,263.9411315917969,-0.5905132253537886,-1.5178726883605123,0.23905741803287175,0.5002452645939917,0.007774428882841353,0.6564742559567094,0.0,-0.7872149348258972,0.010502822633582775,1.2462552785873413,2,0.0,0.0,0.0,2.5,1.0,0.5,0.0,1.0,600.0,-22.960998658676544
901120,112640,901120,110141,55070,110.29214682428673,256,256,128,128,1.1797924087150022,1.141056330059655,0.47085775613959413,0.4711173169198446,0.47534527368679846,0.34269189753104,0.3444144091918133,91.91066320240498,71.18191722035408,1.0,1.0,4.582714557647705,4.451484203338623,23.236581802368164,56.403846740722656,277.6439514160156,256.0632019042969,-0.5742720380440005,-1.5051359422504902,0.24258373110658515,0.5012565293988244,0.007855607805486525,0.6948057319968939,0.0,-0.4503616392612457,0.010420737267161652,1.2464396953582764,5,0.0,0.0,0.2,2.0,1.8,0.8,0.0,0.8,595.6,-38.74926117285488
903168,112896,903168,110397,55198,110.396322107381,256,256,128,128,1.1230982722481713,1.1151978272246197,0.4772689905112202,0.4724988527586902,0.4777646899262322,0.33314953092485666,0.3395390282967128,85.6907911002636,87.89355505257845,1.0,1.0,4.948962211608887,5.077391624450684,18.546207427978516,55.64747619628906,274.79583740234375,307.04949951171875,-0.6112410738569451,-1.506201807409525,0.2414321181675695,0.5018272592305552,0.008361150108245183,0.6744289975613356,0.0,-0.5661400556564331,0.011691348402182385,1.1633424758911133,3,0.0,0.0,0.0,2.0,1.6666666666666667,1.0,0.0,1.0,600.0,-37.420919705808046
905216,113152,905216,110653,55326,110.49701625891647,256,256,128,128,1.1089436139445752,1.104123039636761,0.5092427424278867,0.5009771146560524,0.5099280664871912,0.33782526722643524,0.33855967537965626,80.24408406019211,73.81625372171402,1.0,1.0,4.776196002960205,4.985840797424316,24.196142196655273,56.04494094848633,292.5544738769531,272.96722412109375,-0.5880077299225377,-1.5200134590268135,0.23933148157976872,0.5012211085849734,0.00782350607606611,0.7471343616489321,0.0,-0.7804046869277954,0.011375255623721882,1.780575156211853,5,0.0,0.0,0.0,2.0,1.8,0.6,0.4,0.6,490.6,-36.38770411478672
907264,113408,907264,110909,55454,110.6017612884398,256,256,128,128,1.211021575203631,1.1984015950001776,0.47334052663791226,0.4724951698190125,0.47467983513524814,0.3337516507599503,0.3470165346516296,81.4178516343236,79.90249802544713,1.0,1.0,5.951083660125732,5.848174095153809,20.47455596923828,56.48099899291992,270.70941162109375,411.701171875,-0.5867397393594729,-1.5175075298175216,0.2391374973694358,0.5009708835523908,0.007680303233447083,0.6593772291671485,0.0,-1.1521906852722168,0.010396855585140105,1.131831407546997,4,0.0,0.0,0.25,1.25,2.5,1.5,0.0,0.75,581.0,-60.78856824473269
909312,113664,909312,111165,55582,110.70488005759135,256,256,128,128,1.187440357869491,1.1789847314939834,0.4925530850159703,0.49163144806880155,0.49690903430200706,0.32657816901337355,0.3439743851777166,73.14231310784817,72.62092411518097,1.0,1.0,6.684030055999756,6.517270565032959,27.91607093811035,56.56031036376953,245.64683532714844,222.424560546875,-0.5936294965904381,-1.5121157206594944,0.2379366645486346,0.49977958846992004,0.007763834972815154,0.684167560422793,0.0,-0.7736217379570007,0.011671155572656149,1.3415085077285767,3,0.0,0.0,0.0,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,541.0,-60.34961398463444
911360,113920,911360,111421,55710,110.80541916674815,256,256,128,128,1.19066858117003,1.1783108209492639,0.4664721146828583,0.4711792016187246,0.4680218491812411,0.348629784071818,0.3473180315922946,80.28382346779108,75.02617779374123,1.0,1.0,5.00098180770874,4.952122688293457,29.341442108154297,75.55548858642578,317.03564453125,268.37139892578125,-0.5502160312535125,-1.5195901468396187,0.2378608173827021,0.5012049168065751,0.007846635960796568,0.5917794399429113,0.0,-0.7094627022743225,0.01121983039791259,1.0403803586959839,4,0.0,0.0,0.75,1.25,2.5,1.0,0.0,0.75,595.0,-56.787650991280316
913408,114176,913408,111677,55838,110.90051005634919,256,256,128,128,1.1405621176818386,1.110154632711783,0.48908682773415535,0.49185705076160957,0.4950066180040267,0.3458757061744109,0.3495494556846097,81.65593214333057,70.77978333085775,1.0,1.0,3.955148696899414,4.088298797607422,22.66265106201172,48.00532531738281,297.9242858886719,236.33428955078125,-0.5779678017497645,-1.5227267984300852,0.23846792865203867,0.5020454187647845,0.008004086972615733,0.6217218388337642,0.0,-0.47452569007873535,0.010853929645612659,0.991717517375946,2,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.5,525.5,-57.96192420745365
915456,114432,915456,111933,55966,110.99568473874706,256,256,128,128,1.0337583789369091,1.0266671507852152,0.48540897455495724,0.48685257092165557,0.48993691042596765,0.34153637918643653,0.3352175552281551,82.64173945039511,73.45356523990631,1.0,1.0,4.435209274291992,4.384671211242676,20.519060134887695,56.502986907958984,235.59796142578125,292.0245056152344,-0.5756071377254557,-1.5179006913676858,0.2397683900608057,0.502486120023829,0.00803243707092973,0.6199190495535731,0.0,-0.7744184136390686,0.011494252873563218,1.15871262550354,4,0.0,0.0,0.25,2.75,2.0,0.0,0.0,1.0,600.0,-11.544549170707796
917504,114688,917504,112189,56094,111.09921116094137,256,256,128,128,1.1239877691841684,1.1210434378590435,0.5131845586111012,0.510402418150079,0.5130669835198205,0.33260555437300354,0.337711259664502,68.70016154646873,67.28786998614669,1.0,1.0,5.625336647033691,5.834079742431641,23.893278121948242,56.38970184326172,191.69314575195312,265.6040954589844,-0.6294972562754992,-1.5294613111764193,0.23862312057978863,0.5005940664993492,0.007823400135986813,0.5954913760069758,0.0,-1.1001664400100708,0.011414646658971399,0.9418577551841736,4,0.0,0.0,0.25,1.75,2.25,0.75,0.25,1.0,600.0,-41.35946819597348
919552,114944,919552,112445,56222,111.1993043860855,256,256,128,128,1.1974059728672728,1.1766014957102016,0.5004689033230534,0.5034949678083649,0.504215966026095,0.3350433630403131,0.34701477689668536,80.35728685557842,77.4522645920515,1.0,1.0,4.652231693267822,4.452098846435547,28.266639709472656,56.21952819824219,262.9236755371094,220.39913940429688,-0.6027684648288414,-1.5210646446794271,0.24002222348645222,0.5015263061879328,0.0077730498690212636,0.5941656457725912,0.0,-0.301593154668808,0.010404473923787228,1.003128170967102,4,0.0,0.0,0.25,1.25,2.0,1.5,0.0,0.75,563.5,-60.64934274038205
921600,115200,921600,112701,56350,111.30194979634169,256,256,128,128,1.1017348947934806,1.105132509721443,0.516870059125722,0.51550590817169,0.5153353515455592,0.33696988585870713,0.3365729794604704,82.67730701714754,70.78340697661042,1.0,1.0,4.860438346862793,5.03915548324585,21.68248748779297,56.55174255371094,289.257080078125,238.49378967285156,-0.5815259427217825,-1.5211101993918419,0.2395082558060641,0.5003985543673719,0.007602256672823905,0.6782794564496726,0.0,-0.6499732732772827,0.01022256728778468,1.2714121341705322,3,0.0,0.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,0.0,1.0,600.0,-51.2005376218361
923648,115456,923648,112957,56478,111.40052904341523,256,256,128,128,1.1701701285783201,1.1474483710480854,0.520665903810368,0.5211220728692751,0.5222425449537695,0.3375111382920295,0.3428510595113039,76.47886846214533,72.70955894887447,1.0,1.0,5.417593955993652,5.471954345703125,23.919658660888672,56.37388610839844,346.2932434082031,294.2926330566406,-0.60377975583242,-1.5222101546823978,0.2373480200450249,0.5002001603440653,0.007742596544987916,0.6328273240942508,0.0,-1.0761659145355225,0.011193544188468046,1.1665493249893188,4,0.0,0.0,0.0,2.0,1.5,1.0,0.0,1.0,600.0,-37.05203621698638
925696,115712,925696,113213,56606,111.50478135505169,256,256,128,128,1.1093286511604674,1.0724824592471123,0.4994851883930096,0.4997035513752053,0.5011913260311758,0.3384362526703626,0.3389208239968866,79.66991616040468,63.400669775903225,1.0,1.0,6.067770481109619,6.101199626922607,34.99405288696289,75.61164855957031,331.4419250488281,234.4010009765625,-0.5719294319860637,-1.5112463487312198,0.24084646713726457,0.5001333446684457,0.0074179958504535,0.6400190582498908,0.0,-0.5658482909202576,0.010154861640010155,1.1711927652359009,3,0.0,0.0,0.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.0,0.6666666666666666,560.3333333333334,-63.367724629005046
