update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
306,626688,-0.006049230384329955,24.067189598083495,4.592070531845093,0.006440061558155996,0.08555932760549088,0.37117169896761576,-0.15821747481822968,4.456567764282227,0.6150716145833334,388.0773436704551,1136.6932410403679,156.52070411136083,41.26758995502314,248.96822006400907,-76.85014138626846,nan,nan,7,0.0,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143,0.2857142857142857,2.4285714285714284,0.5714285714285714,0.0,0.2857142857142857,466.7142857142857,-76.85014138626846
307,628736,-0.003650702738862795,12.48310432434082,4.593655633926391,0.004826518051588706,0.05792140137248983,0.2993597467740377,-0.05843549221754074,3.4551753997802734,0.76904296875,388.26992888985455,1140.5360323324567,156.94466535231186,41.38731601501786,248.96822006400907,-65.67777985801877,nan,nan,2,0.0,0.0,0.0,0.5,0.5,0.0,2.0,0.5,2.5,0.0,0.5,0.5,429.5,-65.67777985801877
308,630784,-0.003934529057733016,31.770762634277343,4.59556983311971,0.005267540392581971,0.06180553222463156,0.348466128607591,0.28097838163375854,4.728759765625,0.826171875,388.44282628852176,1144.3905605265245,157.41172794839076,41.51546342301299,248.96822006400907,-80.32969358774571,nan,nan,5,0.0,0.4,0.0,0.8,0.2,0.0,2.2,0.2,3.0,0.6,0.0,0.2,427.4,-80.32969358774571
309,632832,-0.0018203320854809136,20.66530647277832,4.594900623957316,0.003864238918925622,0.03861404849837224,0.3580068881313006,0.8450644016265869,3.59434175491333,0.7236328125,388.65236416932123,1148.1237689795307,157.84993285740347,41.64188162901701,248.96822006400907,-76.50316355246396,nan,nan,5,0.0,0.2,0.0,0.6,0.4,0.0,1.8,0.4,3.0,0.8,0.0,0.4,506.6,-76.50316355246396
310,634880,-0.0028886823963451508,16.750774097442626,4.5924779891967775,0.003554679428993305,0.03540336467170467,0.3378461241722107,1.1594316959381104,3.622591018676758,0.9205729166666666,388.7242612551692,1152.3209504455517,158.38416188643168,41.77571750601783,248.96822006400907,-43.72421375687372,nan,nan,4,0.0,0.5,0.0,0.5,0.5,0.0,1.5,1.5,3.0,0.0,0.0,0.5,493.0,-43.72421375687372
311,636928,-0.0051010713058834275,10.305131340026856,4.592417653401693,0.00508763207460257,0.060679876249438776,0.31845593502124153,0.2993495464324951,3.4278597831726074,0.7223307291666666,389.00606343476215,1155.702386856603,158.86215249031375,41.906939370019245,248.96822006400907,-41.56525692143259,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,3.0,0.5,0.0,1.0,600.0,-41.56525692143259
312,638976,-0.003908234954966853,21.003022384643554,4.599303197860718,0.003825290172864912,0.04193255762414386,0.28232015917698544,-0.3994254767894745,4.282176971435547,0.783203125,389.248954717689,1159.2687653105459,159.3027852293817,42.03711090102297,248.96822006400907,-60.48089528691635,nan,nan,5,0.0,0.4,0.0,0.4,0.6,0.0,2.4,0.6,2.2,0.0,0.0,0.6,518.6,-60.48089528691635
313,641024,-0.003064169959786038,15.406964206695557,4.6146653970082605,0.0038993359926401366,0.042073331497764835,0.27105781038602195,0.3799249231815338,3.2443737983703613,0.8203125,389.4406908365847,1163.0263661885547,159.768797825418,42.16340803402272,248.96822006400907,-71.38425488908251,nan,nan,5,0.0,0.4,0.0,0.6,0.4,0.0,2.2,0.4,2.6,0.4,0.0,0.4,430.2,-71.38425488908251
314,643072,-0.004683520289836452,23.12040786743164,4.6282130718231205,0.004130362744297041,0.048460396522811304,0.3118409564097722,-0.26940616965293884,4.458420753479004,0.7918294270833334,389.56435602730096,1167.01678394161,160.26408221640304,42.3083378790252,248.96822006400907,-80.511241564677,nan,nan,4,0.0,0.25,0.0,0.75,0.25,0.0,2.0,0.25,2.5,0.75,0.0,0.25,512.25,-80.511241564677
315,645120,-0.004120576234223942,11.541267395019531,4.634568723042806,0.005057267418774327,0.05855167713792374,0.31367040872573854,0.4065442681312561,3.0141184329986572,0.8307291666666666,389.68230056490955,1171.0474392035758,160.7445555794402,42.44282709302206,248.96822006400907,-71.60443545524959,nan,nan,4,0.0,0.25,0.0,0.5,0.5,0.0,1.75,0.5,2.0,0.75,0.0,0.5,501.5,-71.60443545524959
316,647168,-0.00364014165631185,11.182474899291993,4.640970039367676,0.003509602488985597,0.0367757052804033,0.29580268959204353,0.4900077283382416,3.2622203826904297,0.7794596354166666,389.9284066806817,1174.5086642656534,161.25284455344809,42.57435589902889,248.96822006400907,-52.046119332102535,nan,nan,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,1.0,3.0,0.0,0.0,0.6666666666666666,485.6666666666667,-52.046119332102535
317,649216,-0.003699615184450522,20.236999988555908,4.645813783009847,0.004290118390896798,0.05144702406056846,0.279591911037763,-0.27169957756996155,4.4510908126831055,0.7566731770833334,390.23849261713025,1177.784076434662,161.67555076341523,42.70543964702665,248.96822006400907,-54.74152742830514,nan,nan,6,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,1.8333333333333333,1.0,2.1666666666666665,0.0,0.16666666666666666,0.5,492.0,-54.74152742830514
318,651264,-0.0031095988728338853,13.939244365692138,4.6462863763173425,0.004263504183962289,0.04419586961933722,0.284167443215847,0.00249872705899179,3.9869179725646973,0.7906901041666666,390.4956840296154,1181.2582625106952,162.12378027943487,42.83649403302843,248.96822006400907,-44.376298257154,nan,nan,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.0,0.0,0.6666666666666666,547.3333333333334,-44.376298257154
319,653312,-0.0026671009526277583,15.208502197265625,4.64710168838501,0.003748264722802356,0.04089926258505632,0.33702450344959894,0.5170910358428955,3.603512763977051,0.7433268229166666,390.7258978733314,1184.8435844607448,162.5685142905495,42.96809703602776,248.96822006400907,-59.36180156290129,nan,nan,4,0.0,0.5,0.0,0.5,0.5,0.0,2.25,0.75,2.5,0.0,0.0,0.5,494.0,-59.36180156290129
320,655360,-0.0031579664656116316,21.26056785583496,4.6500715732574465,0.004447653299880786,0.048198937729466707,0.3186585858464241,-0.22213056683540344,4.095239162445068,0.7830403645833334,390.94847421495194,1188.4244949548156,163.03874370754784,43.10257460903085,248.96822006400907,-57.45459522778801,nan,nan,5,0.0,0.0,0.0,0.4,0.6,0.0,1.4,1.0,2.4,0.4,0.2,0.6,541.8,-57.45459522778801
321,657408,-0.0032808019857232767,17.588814067840577,4.656003634134929,0.003739810017690104,0.04013777421011279,0.293009452521801,0.26696497201919556,4.090840816497803,0.8077799479166666,391.1390744590302,1192.1024874038412,163.53835620656173,43.234610139035794,248.96822006400907,-58.187777169436835,nan,nan,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,1.0,2.0,0.0,0.3333333333333333,0.3333333333333333,459.3333333333333,-58.187777169436835
322,659456,-0.004391302455527087,25.27400779724121,4.6622661590576175,0.004832117224385968,0.05349187870354702,0.3479744215806325,-0.7206249833106995,4.822577476501465,0.6591796875,391.4553077876933,1195.2835064238388,163.99023107761604,43.37660216703807,248.96822006400907,-74.82863579259792,nan,nan,5,0.0,0.8,0.0,0.8,0.2,0.0,2.8,0.2,2.6,0.0,0.0,0.2,444.4,-74.82863579259792
323,661504,-0.004845742144001027,20.112794494628908,4.671904182434082,0.004997068964081152,0.06206416341010481,0.3129946435491244,-0.5790120959281921,4.228276252746582,0.7120768229166666,391.76398431792427,1198.511626017862,164.4418201925655,43.503575244038075,248.96822006400907,-72.6053256538311,nan,nan,5,0.0,0.4,0.0,0.8,0.2,0.0,2.2,0.4,2.6,0.0,0.4,0.2,491.2,-72.6053256538311
324,663552,-0.0054115163676518325,27.579194641113283,4.6855243364969885,0.005847844459398114,0.07495859155509,0.31984286904335024,-0.6459450125694275,5.059223175048828,0.7561848958333334,391.99941204988215,1202.0225123038254,164.93328856753214,43.62016748503811,248.96822006400907,-82.77361161260826,nan,nan,3,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.6666666666666665,0.0,2.6666666666666665,0.0,0.3333333333333333,0.0,310.0,-82.77361161260826
325,665600,-0.003470383980311453,38.1261531829834,4.702252960205078,0.003396019400581324,0.03253054846233378,0.29653410663207375,-0.8624145984649658,6.123612403869629,0.7255859375,392.2827001295365,1205.301486921795,165.40551019060513,43.755349974038836,248.96822006400907,-76.89493283712955,nan,nan,8,0.0,0.5,0.0,0.875,0.125,0.0,2.25,0.25,2.125,0.125,0.375,0.125,300.875,-76.89493283712955
326,667648,-0.0019938463752623647,36.362342071533206,4.709516382217407,0.0032433132646608226,0.028051281192650396,0.3151910419265429,0.36192452907562256,5.271944522857666,0.8308919270833334,392.4329957839083,1209.1525618108135,165.8878261475984,43.88174034803524,248.96822006400907,-67.83099171154163,nan,nan,8,0.0,0.625,0.0,0.75,0.25,0.0,2.375,0.5,2.375,0.0,0.125,0.25,375.25,-67.83099171154163
327,669696,-0.003957826706270377,31.152555465698242,4.703426631291707,0.0037765260342435955,0.0408011259821554,0.31475284943977994,-0.07199729233980179,5.274990558624268,0.8094075520833334,392.6497445408643,1212.7943987957988,166.30983650159033,44.001267847037525,248.96822006400907,-80.35340286792999,nan,nan,5,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,252.2,-80.35340286792999
328,671744,-0.0029911952248464027,17.2014199256897,4.707200161616007,0.0029715828697307093,0.033368633470187585,0.2556006610393524,1.55448579788208,3.458731174468994,0.9444986979166666,392.7666415082064,1216.805197420923,166.7868952245699,44.11516273203597,248.96822006400907,-58.32345883577691,nan,nan,5,0.0,0.2,0.0,0.4,0.6,0.0,1.8,0.8,2.6,0.0,0.4,0.6,420.6,-58.32345883577691
329,673792,-0.005566394453247388,19.417362022399903,4.716791168848673,0.005377022538351143,0.06386686605789388,0.30179216116666796,0.17411987483501434,4.554977893829346,0.7667643229166666,392.97135225847717,1220.5044688999114,167.18985898758547,44.24441031504102,248.96822006400907,-57.20733955238635,nan,nan,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,1.0,2.0,0.0,0.3333333333333333,0.3333333333333333,411.0,-57.20733955238635
330,675840,-0.004324009670623733,23.483253479003906,4.723120403289795,0.005466915212663892,0.06638882220722735,0.33288378566503524,-0.005670097656548023,4.603790283203125,0.78125,393.2047086793662,1224.0216531629267,167.6365304255669,44.36530990403844,248.96822006400907,-62.368970407464836,nan,nan,6,0.0,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,1.5,0.8333333333333334,3.0,0.6666666666666666,0.0,0.6666666666666666,539.5,-62.368970407464836
331,677888,-0.004205563698633341,15.236229610443115,4.72591643333435,0.004218126669043866,0.048399570886977016,0.2856069500247637,1.1672518253326416,3.155189037322998,0.7957356770833334,393.48209506720184,1227.3426965118779,168.08847287661047,44.48547301203507,248.96822006400907,-72.39361795015247,nan,nan,4,0.0,0.75,0.0,0.75,0.25,0.0,2.75,0.25,2.5,0.0,0.0,0.25,375.75,-72.39361795015247
332,679936,-0.0038449362851679324,13.452949333190919,4.731445773442586,0.004191908924736974,0.04689053250476718,0.28269988894462583,0.6639856696128845,3.389934778213501,0.8273111979166666,393.68773402352747,1230.9260870398139,168.57824436469673,44.61116825602949,248.96822006400907,-55.64779230386921,nan,nan,5,0.0,0.6,0.0,0.6,0.4,0.0,2.0,1.0,2.2,0.0,0.0,0.4,500.0,-55.64779230386921
333,681984,-0.0037369225833875437,35.70528717041016,4.735719696680705,0.004083928684869509,0.04464386088075116,0.3373649090528488,-0.7335656881332397,6.0650248527526855,0.71142578125,393.9360008040869,1234.3560400526912,169.03170229963143,44.73874139702821,248.96822006400907,-73.86310633668836,nan,nan,5,0.0,0.4,0.0,0.6,0.4,0.0,2.0,0.4,3.0,0.6,0.0,0.4,461.8,-73.86310633668836
334,684032,-0.004618229112141611,32.79724769592285,4.737534681955974,0.0044422540200414,0.051433655961106224,0.2867476632197698,-0.8322288393974304,5.77230978012085,0.6902669270833334,394.17592310538885,1237.774673908716,169.49237025355978,44.89837548202922,248.96822006400907,-77.54219111802763,nan,nan,6,0.0,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.0,0.16666666666666666,2.3333333333333335,0.3333333333333333,0.5,0.16666666666666666,390.0,-77.54219111802763
335,686080,-0.0026200953871011734,26.205210876464843,4.745067612330119,0.003830511098750122,0.036281414019564785,0.31848941594362257,-0.6571623086929321,5.332664489746094,0.6995442708333334,394.3925946222728,1241.3188865506017,169.9595142784674,45.02347801702854,248.96822006400907,-81.9762731131841,nan,nan,4,0.0,0.75,0.0,1.0,0.0,0.0,2.75,0.0,2.25,0.0,0.25,0.0,295.0,-81.9762731131841
336,688128,-0.0037653784810875853,28.923644065856934,4.749673334757487,0.003467538889908269,0.03789170641296854,0.3080654338002205,-0.021196618676185608,4.953575611114502,0.767578125,394.56346469878366,1245.0712543084956,170.39908364540315,45.162178719030635,248.96822006400907,-67.0222085421253,nan,nan,7,0.0,0.5714285714285714,0.0,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143,0.5714285714285714,2.4285714285714284,0.0,0.2857142857142857,0.2857142857142857,418.14285714285717,-67.0222085421253
337,690176,-0.0058065192773938176,17.874227714538574,4.751512718200684,0.005062961408914046,0.06374037977851306,0.28836126029491427,0.5214122533798218,4.096935749053955,0.8050130208333334,394.71496344359645,1248.9307643954453,170.84569701039436,45.28191695903661,248.96822006400907,-82.33319814161223,nan,nan,3,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.6666666666666665,0.0,2.0,0.0,0.3333333333333333,0.0,346.3333333333333,-82.33319814161223
338,692224,-0.0028718911974768466,32.28210792541504,4.75769788424174,0.0044259470844690615,0.04606333886428426,0.3165039430061976,-0.014542115852236748,5.937624454498291,0.7862955729166666,394.9048396138483,1252.6165554813779,171.27692294136796,45.39920335503848,248.96822006400907,-66.35196883473084,nan,nan,6,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,0.6666666666666666,3.0,0.3333333333333333,0.0,0.3333333333333333,428.8333333333333,-66.35196883473084
339,694272,-0.003950648840206365,11.641671752929687,4.765714804331462,0.005141256960147681,0.062278620852157476,0.3072114085157712,1.0498179197311401,2.9899117946624756,0.7423502604166666,395.18601753477697,1255.824341891399,171.76611672734725,45.539583371035405,248.96822006400907,-67.13806374721389,nan,nan,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,0.6666666666666666,3.0,0.3333333333333333,0.0,0.3333333333333333,503.0,-67.13806374721389
340,696320,-0.0036093412825721318,13.34497003555298,4.768980566660563,0.004615167996107945,0.051509054051712154,0.2729659194747607,0.7438921928405762,3.006639242172241,0.8680013020833334,395.35858725402915,1259.5583771573947,172.23036683529062,45.66115121303301,248.96822006400907,-84.90950073840698,nan,nan,3,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,2.3333333333333335,0.0,1.6666666666666667,0.0,0.6666666666666666,0.0,498.3333333333333,-84.90950073840698
341,698368,-0.0028555022552609445,10.835369873046876,4.771018695831299,0.0060273471186289085,0.07596210851334036,0.3354090561469396,0.7031903266906738,3.05138897895813,0.810546875,395.48924423387604,1263.4239176333067,172.73489845734002,45.78376368403406,248.96822006400907,-34.71399199842256,nan,nan,4,0.0,0.25,0.0,0.25,0.75,0.0,1.25,1.75,2.0,0.0,0.0,0.75,559.5,-34.71399199842256
342,700416,-0.003136279647393773,29.39756851196289,4.78017110824585,0.004356406772836241,0.05179839899841075,0.31825215369462967,-0.3724712133407593,5.552407741546631,0.79248046875,395.64266570490594,1267.1747109193457,173.2360121603051,45.90721449403645,248.96822006400907,-59.27703850391263,nan,nan,60,0.0,0.2,0.0,0.4,0.6,0.016666666666666666,2.1666666666666665,0.5,2.75,0.3,nan,0.2833333333333333,386.06666666666666,nan
343,702464,-0.0035842033559068415,18.146269035339355,4.78614174524943,0.004143092920212806,0.042365995945874604,0.2981081003944079,0.5667207837104797,4.249064922332764,0.7364908854166666,386.9125451175868,1270.0277004843228,173.72200923536002,46.011925119040825,290.65570340300474,-64.91269350591779,nan,nan,4,0.0,0.5,0.0,0.5,0.5,0.0,1.75,0.75,2.5,0.5,0.0,0.5,532.25,-64.91269350591779
344,704512,-0.004266381593576322,24.088363265991212,4.796620845794678,0.004163034483239824,0.05003907002974302,0.26913618197043737,0.3762294054031372,4.198511600494385,0.8160807291666666,387.3054487943691,1272.803187998361,174.17521162529738,46.12649435403728,290.65570340300474,-66.30276468739707,nan,nan,6,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,1.0,0.8333333333333334,2.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,454.5,-66.30276468739707
345,706560,-0.00260983279440552,21.511814308166503,4.803702306747437,0.00308981422538895,0.02734881149760137,0.2734792868296305,-0.2859511971473694,4.867380619049072,0.7646484375,387.70189045892084,1275.5906065794843,174.61383775027207,46.24156846704136,290.65570340300474,-80.3370512843394,nan,nan,1,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,306.0,-80.3370512843394
346,708608,-0.0038911810843273997,16.50058431625366,4.810605367024739,0.00417248118394485,0.045542021895137924,0.2926819796363513,0.4256620407104492,3.6138834953308105,0.6814778645833334,388.1318160004458,1278.2261476514686,175.02291078234703,46.36018998104555,290.65570340300474,-60.10582010535143,nan,nan,6,0.0,0.5,0.0,0.5,0.5,0.0,1.8333333333333333,0.8333333333333334,2.1666666666666665,0.16666666666666666,0.16666666666666666,0.5,535.5,-60.10582010535143
347,710656,-0.00409010308261107,18.142638969421387,4.816102027893066,0.0041700252894529555,0.04494733181394016,0.2692627474665642,0.6798739433288574,3.6575987339019775,0.7587890625,388.55709475800285,1280.8496172675223,175.4568461393501,46.490213466044224,290.65570340300474,-76.07306433131464,nan,nan,4,0.0,0.25,0.0,0.75,0.25,0.0,2.25,0.25,1.75,0.25,0.25,0.25,475.25,-76.07306433131464
348,712704,-0.0025568511550469945,8.930960321426392,4.8238134225209555,0.0027196776954491113,0.024203477423482885,0.2701409767071406,0.6528512239456177,2.6969141960144043,0.81103515625,388.88717118920493,1283.9143315805413,175.8996982074459,46.611053034044744,290.65570340300474,-53.06966220278741,nan,nan,4,0.0,0.25,0.0,0.25,0.75,0.0,1.75,1.0,2.0,0.25,0.0,0.75,563.0,-53.06966220278741
349,714752,-0.0036596737840833764,16.71104335784912,4.831582991282145,0.003979136055690091,0.04320635906575868,0.32539057979981106,0.38738349080085754,4.170254707336426,0.7862955729166666,389.27597415688365,1286.7241156614982,176.30190613852028,46.748798760047066,290.65570340300474,-46.94049455944696,nan,nan,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,600.0,-46.94049455944696
350,716800,-0.0023608528543263676,21.803806877136232,4.834495210647583,0.004049789835202056,0.04656121806086352,0.30808622340361275,-0.3379921019077301,4.771876335144043,0.7057291666666666,389.7606172864373,1289.1078664194574,176.67625001150736,46.86909692404879,290.65570340300474,-61.45574933474831,nan,nan,7,0.0,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,0.0,1.8571428571428572,0.7142857142857143,2.142857142857143,0.42857142857142855,0.0,0.7142857142857143,556.0,-61.45574933474831
351,718848,-0.002139907299230496,29.281816482543945,4.8377858320871985,0.0031901244565775756,0.02903795779372255,0.2655093461275101,-0.11293220520019531,4.9801926612854,0.892578125,390.0776568429856,1292.2398693135328,177.10090835853043,46.98281458704878,290.65570340300474,-63.08046627513977,nan,nan,4,0.0,0.5,0.0,0.75,0.25,0.0,2.0,0.75,2.25,0.0,0.25,0.25,328.75,-63.08046627513977
352,720896,-0.002967739368129211,11.489804458618163,4.839123551050822,0.0033630635174658513,0.030796474711193393,0.3110073357820511,0.43494850397109985,3.3000121116638184,0.8006184895833334,390.3825483747433,1295.3325234256336,177.60443393560126,47.09885871705046,290.65570340300474,-63.775827948603364,nan,nan,2,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,2.0,0.5,1.0,0.5,506.5,-63.775827948603364
353,722944,-0.0026158843499918777,7.62646074295044,4.838164838155111,0.0036283737249373244,0.039174724152932563,0.2557620843251546,1.005236268043518,2.581702470779419,0.8649088541666666,390.6818026540621,1298.4716883976434,178.08055941160274,47.21289620304742,290.65570340300474,-33.351027883371444,nan,nan,6,0.0,0.0,0.0,0.0,1.0,0.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.0,0.0,1.0,600.0,-33.351027883371444
354,724992,-0.002042015108842558,23.535686683654784,4.844657723108927,0.0028558123086822227,0.02422622296726331,0.28781908204158146,-0.79095458984375,4.397463798522949,0.81298828125,390.99546507047967,1301.5667638856685,178.5356896595913,47.32652182705351,290.65570340300474,-53.99289869022982,nan,nan,4,0.0,0.5,0.0,0.5,0.5,0.25,2.25,0.75,2.75,0.0,0.0,0.5,468.5,-53.99289869022982
355,727040,-0.0037126511723424,9.70578670501709,4.856231959660848,0.004710902058431038,0.05473992129166921,0.31072019040584564,0.9915136098861694,2.579141855239868,0.8465169270833334,391.30818088162033,1304.6607474216435,178.9919165734609,47.43962102605292,290.65570340300474,-59.3314557469464,nan,nan,4,0.0,0.5,0.0,0.5,0.5,0.0,1.5,1.0,3.0,0.5,0.0,0.5,548.75,-59.3314557469464
356,729088,-0.0043786353974913554,30.893822860717773,4.8609810670216875,0.004292740705475117,0.04697232038791602,0.2855831975738207,-0.555126965045929,5.0149455070495605,0.82568359375,391.6218813445047,1307.7203397905978,179.4576757254472,47.56196604505385,290.65570340300474,-69.92323843215141,nan,nan,4,0.0,0.5,0.0,0.75,0.25,0.25,2.5,0.25,2.25,0.25,0.0,0.25,363.25,-69.92323843215141
357,731136,-0.0029777374137969067,8.387954664230346,4.859115664164225,0.003973167659980683,0.041882504189076526,0.28752492318550743,0.22784340381622314,2.822389602661133,0.8494466145833334,391.93626998287897,1310.774718380635,179.9313454404546,47.67738446105068,290.65570340300474,-21.417476397755006,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.0,0.0,1.0,600.0,-21.417476397755006
358,733184,-0.0016154848000345132,19.829048538208006,4.863610490163167,0.002190030323630887,0.017028538417071103,0.26550624867280326,-0.09925565868616104,3.6027660369873047,0.83251953125,392.2641630042133,1313.6950626426114,180.45107820741396,47.79699459105177,290.65570340300474,-87.68484508899974,nan,nan,4,0.0,0.75,0.0,1.0,0.0,0.0,2.5,0.0,2.0,0.5,0.0,0.0,507.5,-87.68484508899974
359,735232,-0.0023982361851570505,29.573350143432616,4.8710652987162275,0.0030590904278334627,0.030227972962893545,0.27257334540287653,-0.8716123700141907,4.918496608734131,0.8509114583333334,392.5518298302652,1316.83864828659,180.940574311433,47.90380418005225,290.65570340300474,-46.52996736045134,nan,nan,7,0.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.0,1.7142857142857142,1.2857142857142858,2.7142857142857144,0.0,0.0,0.5714285714285714,434.7142857142857,-46.52996736045134
360,737280,-0.0036976955481804906,40.36417121887207,4.87433934211731,0.0036460450509538758,0.03628686621474723,0.3072474007805189,-0.34793275594711304,6.628856658935547,0.7257486979166666,392.9799759187861,1319.3660420525339,181.37154316540546,48.01811613305472,290.65570340300474,-66.67913661241371,nan,nan,7,0.0,0.5714285714285714,0.0,0.7142857142857143,0.2857142857142857,0.0,2.2857142857142856,0.5714285714285714,2.4285714285714284,0.14285714285714285,0.0,0.2857142857142857,372.7142857142857,-66.67913661241371
361,739328,-0.005459752007542799,15.529029750823975,4.881758721669515,0.005149879959196113,0.06330476507234077,0.28060408035914103,-0.2968790531158447,3.6904218196868896,0.8194986979166666,393.3270411150304,1322.256238478527,181.82348565541906,48.13425552705303,290.65570340300474,-81.67602451346465,nan,nan,2,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2.0,0.0,0.0,354.0,-81.67602451346465
362,741376,-0.0031790342181921005,49.14074897766113,4.893089278539022,0.0038278154328580762,0.0410792845999822,0.2691936095555623,-1.2137287855148315,7.125598907470703,0.7623697916666666,393.6619574483724,1325.176448232567,182.29244937346084,48.248971313056245,290.65570340300474,-77.72522086381939,nan,nan,6,0.0,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,2.5,0.16666666666666666,2.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,329.5,-77.72522086381939
363,743424,-0.0035953496155949932,20.4211368560791,4.904276259740194,0.003726608442945715,0.03772574636386707,0.27931715299685794,-0.3766220211982727,4.429196357727051,0.8151041666666666,393.94352696724377,1328.3839606185575,182.71908137443097,48.37174053405761,290.65570340300474,-59.3667656535079,nan,nan,5,0.0,0.2,0.0,0.4,0.6,0.0,1.6,0.8,2.4,0.0,0.6,0.6,438.6,-59.3667656535079
364,745472,-0.002650557568995282,39.79636497497559,4.9169128894805905,0.004371532180097654,0.04986153149511665,0.3197617133458455,-0.6893097162246704,6.446478366851807,0.7293294270833334,394.33076517982244,1331.0495450275266,183.18127237044973,48.48290493805689,290.65570340300474,-70.1094206237176,nan,nan,5,0.0,0.4,0.0,0.6,0.4,0.0,2.4,0.4,3.0,0.2,0.0,0.4,448.6,-70.1094206237176
365,747520,-0.003101464593783021,14.333911991119384,4.925317287445068,0.0037746416901977293,0.041610765313574424,0.29943979332844417,1.1234660148620605,3.5610382556915283,0.7473958333333334,394.8217277836285,1333.3190866236473,183.54702848841407,48.59732588805491,290.65570340300474,-64.08812313698581,nan,nan,4,0.0,0.25,0.0,0.5,0.5,0.0,1.75,0.75,2.5,0.5,0.0,0.5,479.5,-64.08812313698581
366,749568,-0.006234395884287854,17.125526428222656,4.9187973181406655,0.006954440120933766,0.09247782587384185,0.32769903987646104,-0.19297127425670624,4.181466102600098,0.6402994791666666,395.3461091345815,1335.3962302076397,183.9355914044063,48.719641652052815,290.65570340300474,-57.1534945409112,nan,nan,5,0.0,0.2,0.0,0.4,0.6,0.0,2.0,0.8,1.6,0.0,0.2,0.6,481.4,-57.1534945409112
367,751616,-0.0037674028494317706,20.116686725616454,4.919044224421183,0.004053469845956712,0.04396379526394109,0.24963006873925528,0.3054477274417877,4.244945526123047,0.85498046875,395.6252847631297,1338.5452649496292,184.39842271945963,48.84838075805601,290.65570340300474,-64.34420332416047,nan,nan,5,0.0,0.6,0.0,0.6,0.4,0.0,2.2,0.6,2.0,0.0,0.2,0.4,400.4,-64.34420332416047
368,753664,-0.002426130782502393,24.638210105895997,4.929423411687215,0.0037996872617190648,0.03900802505668253,0.3070959895849228,0.6681838631629944,4.986827373504639,0.7913411458333334,395.96452271720415,1341.4949749546067,184.80176434743044,48.95033647905802,290.65570340300474,-55.91031083782036,nan,nan,3,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,1.0,2.3333333333333335,0.0,0.0,0.3333333333333333,398.6666666666667,-55.91031083782036
